Gene,x,y
Cxcl14,110,5457
Plp1,-1,4735
Plp1,-1,4725
Id2,-1,4478
Enpp2,-1,4455
Plp1,-1,4445
Aldoc,-1,4273
Enpp2,0,4741
Plp1,0,4517
Id2,0,4484
Cryab,0,4471
Plp1,0,4451
Plp1,1,4743
Plp1,1,4730
Rgs4,2,4564
Sulf2,2,4453
Plp1,2,4445
Id2,2,4262
Plp1,3,4508
Enpp2,4,4457
Cryab,4,4450
Fam19a1,4,4253
Plp1,4,4217
Plp1,4,4199
Plp1,5,4728
Plp1,5,4715
Plp1,5,4467
Rorb,5,4322
Id2,5,4294
Cxcl14,6,4484
Gad1,6,4329
Id2,6,4284
Enpp2,7,4722
Enpp2,7,4503
Plp1,7,4496
Plp1,7,4449
Plp1,7,4440
Id2,7,4264
Plp1,8,4719
Plp1,8,4460
Plp1,8,4443
Gad1,8,4356
6330403K07Rik,8,4336
Plp1,9,4728
Plp1,9,4456
Enpp2,9,4445
Plcxd2,9,4261
Plp1,10,4469
Gad1,10,4352
Plp1,11,4500
Plp1,11,4459
Enpp2,11,4451
Plp1,12,4728
Slc6a1,12,4561
Satb1,12,4293
Id2,12,4285
Plp1,13,4512
Plp1,13,4496
Fos,13,4265
Enpp2,14,4505
Neurod6,15,4715
3110035E14Rik,15,4591
Id2,15,4336
Zcchc12,15,4304
3110035E14Rik,16,4588
3110035E14Rik,17,4591
Plp1,17,4501
Plp1,18,4715
Plp1,18,4504
Aldoc,18,4321
Plp1,19,4714
Plp1,20,4718
Plp1,20,4637
Plp1,21,4721
Id2,22,4210
Rprm,23,4257
Cryab,24,4728
Plp1,24,4505
Plp1,24,4295
Plp1,25,4643
Cryab,25,4426
Plp1,26,4635
Plp1,26,4508
Plp1,27,4716
Plp1,27,4498
Cplx2,27,4213
Kctd12,28,4721
Cryab,28,4507
Cck,28,4139
Plp1,29,4642
Enpp2,29,4551
6330403K07Rik,30,4860
6330403K07Rik,30,4729
Id2,30,4559
Plp1,30,4503
Aldoc,30,4477
Plp1,30,4161
Plp1,31,4631
Plp1,31,4622
Plp1,31,4423
Pvalb,31,4190
Plp1,32,4556
Cryab,32,4507
Plp1,32,4449
Cryab,32,4261
Plp1,33,4639
Plp1,33,4545
Plp1,33,4159
Plp1,33,4157
Plp1,34,4640
Plp1,34,4624
Enpp2,34,4539
Plp1,34,4274
Id2,34,4185
Fam19a1,34,4176
Enpp2,35,4712
Plp1,35,4419
Plp1,35,4277
Id2,35,4217
Plp1,36,4722
Pde1a,36,4645
Plp1,36,4642
Plp1,36,4546
Id2,36,4207
Id2,36,4188
Plp1,37,4713
Plp1,37,4644
Plp1,37,4639
Enpp2,37,4594
Pvalb,37,4510
Plp1,38,4717
Plp1,38,4634
Id2,38,4554
Plp1,39,4545
Plp1,40,4713
Plp1,40,4640
Enpp2,40,4550
Plp1,40,4288
Plp1,40,4276
Cryab,41,4700
Plp1,41,4628
Cryab,41,4483
Plp1,41,4418
Plp1,41,4357
3110035E14Rik,41,4219
Plp1,42,4638
Cpne5,42,4591
Arpp21,42,4460
Plp1,42,4275
Plp1,43,4635
Plp1,43,4420
3110035E14Rik,43,4216
Plp1,43,4198
Plp1,44,5065
Plp1,44,5031
Plp1,44,4556
Plp1,44,4542
Plp1,44,4483
Plp1,44,4203
Plp1,44,4193
Plp1,45,5024
Plp1,45,4939
Kctd12,45,4278
Cck,45,4219
Plp1,45,4213
Plp1,45,4207
Plp1,45,4050
Cpne5,46,4587
Plp1,46,4549
Plp1,46,4208
Cryab,47,4987
Plp1,47,4926
Plp1,47,4422
Plp1,47,4413
Enpp2,47,4188
Enpp2,48,5055
Enpp2,48,4589
Prkca,48,4584
Plp1,48,4425
Plp1,49,5105
Plp1,49,5090
Plp1,49,4558
Plp1,49,4549
Plp1,49,4421
Cplx2,49,4226
Plp1,49,4209
Plp1,49,4197
Npy2r,50,5099
Plp1,50,5035
Plp1,50,5031
Plp1,50,4911
Cplx2,50,4225
Plp1,50,4204
Npy2r,51,5098
Cadps2,51,4776
Plp1,51,4542
Plp1,51,4419
Plp1,51,4416
Plp1,51,4211
Plp1,52,5094
Plp1,52,4578
Plp1,52,4187
Cryab,53,5092
Cryab,53,4592
Enpp2,53,4539
Cryab,53,4411
Cryab,54,5030
Cadps2,54,4773
Plp1,54,4584
Plp1,54,4554
Plp1,54,4542
Plp1,54,4429
Plp1,54,4209
Plp1,54,4192
Pvalb,55,4791
Plp1,55,4428
Cryab,56,5039
Plp1,56,5035
Plp1,56,4915
Plp1,56,4415
Plp1,56,4201
Enpp2,56,4188
Plp1,57,4538
Plp1,57,4144
Plp1,58,5011
Prkca,58,4815
Plp1,58,4545
Plp1,58,4540
Cux2,58,4423
Plp1,58,4408
Cryab,58,4288
Rgs4,58,4213
Cryab,59,5117
Cryab,59,5105
Cryab,59,5031
Prkca,59,4816
Aldoc,59,4811
Cryab,60,5020
Cryab,61,5111
3110035E14Rik,61,4936
Plp1,61,4592
Prkca,61,4587
Plp1,61,4537
Plp1,61,4425
Plp1,61,4409
Fam19a1,61,4209
Plp1,62,4680
Prkca,62,4588
Plp1,62,4423
Plp1,63,5096
Plp1,63,5017
Enpp2,63,4853
Plp1,63,4151
Plp1,64,5004
Id2,64,4078
Plp1,65,5018
Plp1,65,4894
Plp1,65,4862
Plp1,65,4849
Pcp4,66,5203
Plp1,66,5106
Plp1,66,5101
Plp1,66,5097
Enpp2,66,4916
Enpp2,66,4683
Plp1,66,4583
Plp1,66,4469
Plp1,66,4158
Plp1,67,5105
Plp1,67,5088
Cryab,67,5020
Plp1,67,5000
Plp1,67,4913
Plp1,67,4910
Enpp2,67,4847
Cryab,67,4839
Plp1,67,4577
Enpp2,68,5013
Plp1,68,4589
Plp1,68,4419
Plp1,68,4150
Plp1,69,5096
Pde1a,69,5068
Plp1,69,5008
Pde1a,69,4901
Plp1,69,4851
Plp1,69,4587
Plp1,69,4581
Plp1,69,4104
Plp1,70,5091
Enpp2,70,4842
Aldoc,70,4819
Id2,70,4796
Enpp2,70,4118
Plp1,71,5095
Kctd12,71,5067
Cryab,71,5018
Plp1,71,5012
Cryab,71,5007
Sulf2,71,4962
Cryab,71,4859
Plp1,71,4846
Plp1,71,4148
Plp1,71,4102
Plp1,72,5106
Cryab,72,5006
Plp1,72,4155
Plp1,73,5015
Plp1,73,4901
Plp1,73,4881
Plp1,73,4862
Plp1,73,4119
Plp1,73,4104
6330403K07Rik,74,5215
Pcp4,74,4583
Pvalb,74,4059
Plp1,75,5223
Plp1,75,5017
Plp1,75,5000
Plp1,75,4997
Aldoc,75,4810
Plp1,75,4110
Plp1,76,5108
Plp1,76,4876
Plp1,76,4855
Plp1,76,4851
Enpp2,76,4847
Plp1,77,5109
Plp1,77,5011
Plp1,77,5003
Plp1,77,4864
Plp1,77,4806
Plp1,77,4160
Plp1,78,5095
Plp1,78,5075
Plp1,78,4118
Plp1,78,4110
Plp1,78,4105
Cryab,79,5066
Cryab,79,5005
Plp1,79,4857
Arpp21,79,4526
Plp1,79,4196
Plp1,79,4190
Plp1,80,5283
Enpp2,80,5009
Plp1,80,4864
Cryab,80,4860
Plp1,80,4195
Enpp2,81,5108
Htr3a,81,5081
Plp1,81,4194
Plp1,81,4191
Enpp2,82,5096
Plp1,82,5065
Cryab,82,5017
Arpp21,82,4528
Plp1,82,4107
Cryab,83,5204
Plp1,83,5070
Plp1,83,5062
Plp1,83,4997
Plp1,83,4177
Slc17a8,84,5297
Plp1,84,5284
Plp1,84,5085
Plp1,84,5066
Cryab,84,5005
Plp1,84,4745
Enpp2,85,5097
Plp1,85,5078
Plp1,85,4744
Plp1,85,4195
Plp1,86,5296
Plp1,86,4196
Plp1,87,5006
Snca,87,4815
Rgs4,87,4406
Plp1,87,3930
Plp1,88,5302
Enpp2,88,5201
Enpp2,88,5097
Plp1,88,5038
Plp1,88,5008
Kctd12,88,4998
Rgs4,88,4405
Pvalb,88,4033
Plp1,89,5293
Plp1,89,5217
Plp1,89,5188
Enpp2,89,5097
Cryab,89,5003
Plp1,90,5086
Cryab,90,5082
Cryab,90,5064
Plp1,90,3930
Plp1,91,5009
Cryab,91,4773
Plp1,91,4663
Enpp2,92,5293
Plp1,92,5214
Plp1,92,4995
Cryab,92,4660
Pcp4,92,3953
Enpp2,92,3921
Rgs4,92,3915
Enpp2,93,5287
Plp1,93,5215
Plp1,93,5206
Plp1,93,5197
Plp1,93,5190
Plp1,93,5147
Plp1,93,5137
Plp1,93,5097
Enpp2,93,5068
Plp1,93,5012
6330403K07Rik,93,3955
Enpp2,93,3938
Plp1,94,5211
Plp1,94,5200
Plp1,94,5146
Plp1,94,5001
Plp1,94,4875
Plp1,94,3944
Cryab,95,5219
Plp1,95,5063
Cryab,95,4766
3110035E14Rik,95,4067
Id2,95,4033
Enpp2,95,4008
Cryab,96,5189
Plp1,96,5074
Plp1,96,4998
Cryab,96,4657
Enpp2,96,3928
Plp1,97,5002
Pvalb,97,4948
Plp1,97,3919
Plp1,98,5282
Plp1,98,5196
Pcp4,98,5010
Plp1,98,4651
3110035E14Rik,98,3965
Cck,99,4762
Plp1,99,4641
Plp1,99,3941
Plp1,99,3934
Plp1,99,3926
Plp1,99,3911
Enpp2,100,5207
Plp1,100,5188
Plp1,100,5070
Cplx2,100,4846
Plp1,100,4654
Cryab,100,4502
Arpp21,100,4068
Plp1,100,4014
Enpp2,100,4008
Plp1,100,4002
Plp1,101,5196
Cryab,101,5131
3110035E14Rik,101,4964
Plp1,101,4775
Plp1,101,4649
Plp1,101,4639
Enpp2,101,4637
Plp1,101,4624
Plp1,101,4568
Plp1,101,4280
Plp1,102,5411
Plp1,102,5406
Cryab,102,5219
Enpp2,102,5146
Plp1,102,4772
Plp1,102,4645
3110035E14Rik,102,4467
Sulf2,102,4209
Plp1,102,4015
Plp1,102,3939
Plp1,103,5407
Cryab,103,5217
Plp1,103,5188
Pvalb,103,4953
Cryab,103,4827
Plp1,103,4773
Plp1,103,4648
Plp1,103,4494
Plp1,103,4065
Enpp2,103,3982
Plp1,104,5298
Enpp2,104,5203
Plp1,104,4002
Cryab,104,3992
Plp1,104,3922
Plp1,105,5416
Plp1,105,5144
Plp1,105,5072
Plp1,105,4675
Plp1,105,4640
Plp1,105,4490
3110035E14Rik,105,4467
Plp1,105,4208
Plp1,105,4063
Enpp2,105,4016
Plp1,105,4011
Plp1,105,4005
Plp1,105,4000
Plp1,105,3985
Plp1,106,5195
Plp1,106,4655
Plp1,106,4650
Snca,106,4515
Plp1,106,4492
Plp1,106,4068
Reln,106,4013
Plp1,106,3990
Plp1,106,3981
Pcp4,107,5443
Plp1,107,5409
Plp1,107,5398
Plp1,107,5137
Plp1,107,4768
Enpp2,107,4642
Plp1,107,4487
Enpp2,107,4010
Prkca,107,3963
Plp1,108,5422
Plp1,108,5402
Cryab,108,5353
Plp1,108,5287
Wfs1,108,4719
Plp1,108,4485
Cryab,109,5294
Plp1,109,5209
Plp1,109,5148
Wfs1,109,4718
Plp1,109,4491
Plp1,109,3974
Enpp2,110,5408
Plp1,110,5300
Prkca,110,5128
Plp1,110,4771
Plp1,110,4645
Plp1,110,4027
Plp1,111,5141
Cryab,111,4481
Pde1a,111,4181
Plp1,111,3988
Plp1,111,3919
Aldoc,111,3861
Plp1,112,5412
Plp1,112,5297
Cryab,112,5288
Enpp2,112,5130
Cryab,112,4854
Cryab,112,4737
Plp1,112,4485
Plp1,113,5291
Pcp4,113,4585
Plp1,113,3866
Plp1,114,5418
Plp1,114,5406
Enpp2,114,5402
Plp1,114,5303
Plp1,114,5127
Sulf2,114,4719
Plp1,114,4006
Enpp2,115,4205
Cplx2,115,4095
Plp1,115,3918
Plp1,116,5427
Plp1,116,5141
Plp1,116,5132
Nrn1,116,4377
Plp1,116,4001
Plp1,116,3871
Plp1,117,5275
Plp1,117,5126
Enpp2,117,4657
Plp1,117,4650
Cryab,117,3997
Cryab,117,3929
Id2,118,4290
Plp1,118,4217
Enc1,118,3926
Plp1,118,3865
Plp1,119,5303
Enpp2,119,5300
Plp1,119,5136
Plp1,119,4003
Plp1,119,3870
Plp1,120,5418
Plp1,120,5408
Plp1,120,4659
Plp1,120,4655
Id2,120,4647
Plp1,120,4629
Pvrl3,120,4168
Plp1,120,4006
Cryab,120,3915
Plp1,120,3862
Cryab,121,5411
Plp1,121,5296
Tac1,121,5123
Cryab,121,4444
Plp1,121,4206
Cryab,121,3858
Plp1,122,5424
Reln,122,5420
Cryab,122,5283
Plp1,122,5273
Plp1,122,5131
Cryab,122,4795
Id2,122,4648
Pcp4,122,4516
Plp1,122,4484
Plp1,122,4215
Plp1,122,4108
Pcp4,123,4515
Plp1,123,4107
Plp1,123,4052
Aldoc,123,3871
Plp1,123,3853
Wfs1,124,5379
Plp1,124,5130
Id2,124,4650
Tac1,124,4292
Plp1,124,4165
Plp1,124,4162
Plp1,124,3951
Plp1,125,5268
Pcp4,125,5121
Plp1,125,4161
Plp1,125,4147
Plp1,125,3952
Plp1,125,3939
Plp1,125,3864
Plp1,125,3820
Plp1,126,5118
Plp1,126,4583
Plp1,126,4158
Aldoc,126,4153
Plp1,126,3935
Cryab,127,5266
Id2,127,4969
Plp1,127,4576
Slc6a1,127,4295
Plp1,127,4212
Plp1,127,4205
Plp1,127,4173
Plp1,127,4165
Plp1,127,3941
Plp1,127,3868
Plp1,127,3815
Id2,128,4957
Neurod6,128,4866
Plp1,128,4577
Plp1,128,4169
Plp1,128,4141
Enpp2,128,3946
Plp1,128,3814
Plp1,129,5298
Plp1,129,5294
Enpp2,129,5289
Cryab,129,5280
Id2,129,4959
Neurod6,129,4865
Plp1,129,4578
Plp1,129,4217
Enpp2,129,3854
Id2,130,5185
Pcp4,130,4814
Plp1,130,4586
Plp1,130,4566
Sulf2,130,4286
Plp1,130,4144
Plp1,130,3870
Enpp2,130,3855
Plp1,130,3849
Cryab,130,3844
Plp1,131,5413
Pcp4,131,4816
Plp1,131,4805
Grin3a,131,4268
Enpp2,131,4211
Plp1,131,4201
Cryab,131,3943
Id2,131,3805
Vip,132,5270
Plp1,132,4804
Plp1,132,4581
Tac1,132,4274
Cryab,132,4168
Plp1,132,4138
Plp1,132,3949
Enpp2,132,3936
Plp1,133,5296
Enpp2,133,5289
Plp1,133,5095
Plp1,133,4573
3110035E14Rik,133,4269
Plp1,133,4207
Plp1,133,4203
Plp1,133,4145
Plp1,133,4134
Nrsn1,133,4114
Plp1,133,3945
Enpp2,133,3937
Cryab,133,3876
Plp1,134,5283
Plp1,134,5274
Plp1,134,5094
Plp1,134,3947
Plp1,134,3841
Plp1,134,3815
Plp1,135,5420
Plp1,135,5417
Enpp2,135,4196
Enpp2,135,4168
Plp1,135,4154
Plp1,135,3857
Plp1,135,3828
Enpp2,136,5413
Plp1,136,5287
Satb1,136,4964
Cryab,136,4824
Plp1,136,4809
Enpp2,136,4803
Plp1,136,4576
Plp1,137,5296
Plp1,137,5291
Plp1,137,5271
Plp1,137,5126
Trp53i11,137,4488
3110035E14Rik,137,4278
Plp1,137,4205
Plp1,137,4201
Pde1a,137,4145
Plp1,137,3844
Plp1,137,3813
Plp1,138,5268
Zcchc12,138,4972
Wfs1,138,4965
Plp1,138,4582
Plp1,138,3947
Cryab,138,3937
Plp1,139,5293
Plp1,139,5272
Plp1,139,4801
Cryab,139,4574
Cryab,139,4150
Plp1,139,4136
Plp1,139,3852
Pcp4,139,3816
Plp1,140,4581
Plp1,141,5414
Plp1,141,5298
Plp1,141,5292
Enpp2,141,5269
Plp1,141,5125
Cadps2,141,4798
Plp1,141,4609
Plp1,141,4197
Plp1,141,4142
Cryab,141,4133
Plp1,141,3943
Satb1,141,3826
Plp1,141,3821
Prkca,142,4959
Aldoc,142,4939
Satb1,142,4810
Cadps2,142,4799
Plp1,142,4602
Plp1,142,4570
Cryab,142,4562
Plp1,142,4149
Plp1,143,5411
Enpp2,143,5319
Plp1,143,5298
Cryab,143,5157
Cryab,143,4802
Plp1,143,4601
Plp1,143,4419
Cryab,143,4331
Cryab,143,4328
Plp1,143,4250
Plp1,143,4136
Plp1,143,3953
Plp1,143,3855
Plp1,143,3806
Satb1,144,5425
Aldoc,144,4950
Plp1,144,4816
Plp1,144,4606
Cryab,144,4123
Plp1,145,5400
Plp1,145,5231
Plp1,145,4626
Plp1,145,4597
Plp1,145,4576
Plp1,145,4566
Plp1,145,4060
Plp1,145,3949
Plp1,145,3822
Plp1,146,5297
Cryab,146,5237
Plp1,146,4974
Plp1,146,4811
Plp1,146,4806
Plp1,146,4556
Plp1,146,3796
Plp1,147,5415
Plp1,147,5298
Plp1,147,5277
Enpp2,147,5227
Id2,147,4955
Sst,147,4696
Plp1,147,4610
Cryab,147,4570
Enpp2,147,4059
Cryab,147,3931
Plp1,147,3788
Plp1,148,5297
Plp1,148,4614
Plp1,148,4272
Enpp2,148,4066
Sulf2,148,4055
Plp1,148,3801
Cryab,149,5410
Aldoc,149,4985
Enpp2,149,4575
Plp1,150,5404
Plp1,150,5231
Id2,150,4809
Cryab,150,4689
Cryab,150,4599
Plp1,150,4568
Plp1,150,4562
Cryab,150,3959
Plp1,150,3935
Plp1,151,5398
Plp1,151,5266
Plp1,151,4627
Plp1,151,4420
Plp1,151,4417
Plp1,151,4415
Plp1,151,3817
Plp1,151,3808
Plp1,152,5267
Plp1,152,4618
Id2,152,4552
Plp1,152,4421
Cryab,152,4411
Plp1,152,4347
Enpp2,153,5413
Cryab,153,4808
Enpp2,153,4246
Plp1,153,4243
Enpp2,153,3953
Kctd12,154,5228
Cryab,154,4609
Plp1,154,4340
Plp1,154,4234
Plp1,155,4798
Pvalb,155,4713
Slc6a1,155,4427
Enpp2,155,4068
Plp1,156,5130
Plp1,156,4571
Plp1,156,4251
Enpp2,156,4247
Plp1,156,4055
Plp1,156,4051
Plp1,157,5421
Plp1,157,5407
Plp1,157,5405
Plp1,157,5289
Cryab,157,5286
Plp1,157,5271
Enpp2,157,4607
Plp1,157,4572
Plp1,157,4410
Plp1,157,4325
Plp1,157,4056
Cryab,157,3796
Cryab,158,5237
Enpp2,158,5224
Plp1,158,4977
Plp1,158,4573
Enpp2,158,4333
Cryab,158,4329
Plp1,158,4253
Plp1,158,4250
Plp1,158,4057
3110035E14Rik,158,3991
Plp1,159,5404
Plp1,159,5382
Enpp2,159,5225
Plcxd2,159,5211
Cryab,159,4336
Plp1,159,4247
Plp1,159,4244
Plp1,160,4231
Plp1,161,5380
Plp1,161,5302
Plp1,161,5218
Plp1,161,4328
Enpp2,161,4236
Plp1,161,4228
Plp1,162,5404
Enpp2,162,5234
Aldoc,162,4412
Plp1,162,4198
Plp1,162,3938
Plp1,163,5381
Enpp2,163,4324
Plp1,163,3944
Plp1,164,5239
Arpp21,164,5211
Plp1,164,4995
Neurod6,164,4987
Enpp2,164,4055
Cryab,164,3985
Plp1,164,3933
Plp1,165,5396
Rasgrf2,165,5261
Plp1,165,4936
Plp1,165,4404
Enpp2,165,4194
Plp1,166,5418
Enpp2,166,5408
Pcp4,166,5376
6330403K07Rik,166,5360
Enpp2,166,4246
Plp1,166,4189
Plp1,166,3936
Plp1,166,3927
Aldoc,166,3776
Plp1,167,5414
Plp1,167,5388
Enpp2,167,5383
6330403K07Rik,167,5359
Cryab,167,5284
Plp1,167,5231
Nrn1,167,5192
Plp1,167,4947
Plp1,167,4920
Tac1,167,4770
Plp1,167,4420
Plp1,167,4235
Plp1,168,5400
Plp1,168,5372
Rasgrf2,168,5239
Plp1,168,5230
Cryab,168,4931
Plp1,168,4244
Plp1,168,4241
Reln,168,3939
Plp1,168,3923
Plp1,169,5226
Cryab,169,4943
Plp1,169,4932
Pcp4,169,4414
Pcp4,169,4412
Cryab,169,3766
Cryab,170,4424
Sst,170,4418
Pcp4,170,4413
Reln,170,4203
Plp1,170,3931
Plp1,170,3921
Pcp4,171,4545
Plp1,172,5366
Plp1,172,5236
Plp1,172,4945
Cryab,172,4931
Plp1,172,4237
Enpp2,172,3705
Enpp2,173,5385
Cryab,173,5383
Plp1,173,4943
Enpp2,173,4926
Plp1,173,3933
Plp1,173,3700
Plp1,174,5408
Cryab,174,5399
Plp1,174,5232
Pvalb,174,4671
Cnr1,174,4565
Plp1,174,4412
Plp1,174,4202
Satb1,174,3973
Reln,174,3713
Plp1,174,3708
Plp1,175,5374
Plp1,175,5235
Plp1,175,5228
Enpp2,175,3940
Plp1,175,3714
Thsd7a,176,4194
Reln,176,4149
Plp1,176,3696
Plp1,177,5388
Plp1,177,5378
Cryab,177,5362
Plp1,177,4705
Plp1,177,4234
Plp1,177,4196
Plp1,177,3937
Enpp2,178,5408
Plp1,178,5368
Enpp2,178,5328
Plp1,178,5226
Plp1,178,5110
Plp1,178,3974
Plp1,178,3931
Enpp2,179,5316
Plp1,179,5234
Plp1,179,5088
Plp1,179,4936
Plp1,179,4199
Cryab,179,4061
Plp1,179,3714
Enpp2,180,5361
Enpp2,180,5228
Plp1,180,4239
Plp1,180,3938
Plp1,181,5372
Plp1,181,5308
Reln,181,4248
Plp1,181,4236
Cryab,181,3987
Plp1,181,3968
Plp1,181,3935
Plp1,181,3930
Plp1,181,3706
Plp1,181,3692
Plp1,182,5376
Plp1,182,5359
Pvalb,182,4852
Reln,182,4197
Plp1,182,3705
Plp1,183,5378
Plp1,183,5318
Plp1,183,5307
Cryab,183,5222
Calb2,183,3978
Enpp2,183,3714
Slc6a1,183,3696
Slc6a1,184,5311
Plp1,184,5014
Cplx2,184,4399
Cplx2,184,4398
Plp1,184,4364
Plp1,184,4244
Enpp2,184,3983
Rgs4,184,3698
Plp1,185,5074
6330403K07Rik,185,4588
Aldoc,185,4485
Reln,185,4226
Enpp2,185,4083
Enpp2,185,3705
Cplx2,186,5114
Plp1,186,4370
Cryab,186,4225
6330403K07Rik,186,3841
Plp1,186,3687
Plp1,187,5367
Plp1,187,5300
Reln,187,5228
Slc6a1,187,4850
Plp1,187,4239
Plp1,187,3968
Plp1,187,3935
Plp1,187,3710
Plp1,187,3661
3110035E14Rik,187,3650
Plp1,188,5376
Thsd7a,188,5372
Plp1,188,5363
Enpp2,188,5311
Synpr,188,4846
Cryab,188,4499
Enpp2,188,3977
Plp1,188,3967
Plp1,188,3705
Cryab,189,5317
Id2,189,5308
Cryab,189,5074
Enc1,189,4710
Cryab,189,4498
Plp1,189,4049
Plp1,189,3688
Cplx2,190,4668
Cryab,190,4499
Ntng1,190,4117
Plp1,190,4050
Plp1,190,3981
Rgs12,190,3710
Gad1,191,4875
Satb1,191,4847
Enpp2,191,4240
Plp1,191,4234
Plp1,191,3983
Plp1,191,3696
Aldoc,191,3684
Plp1,191,3668
Synpr,192,4851
Neurod6,192,4532
Reln,192,3667
Plp1,193,5228
Htr3a,193,4843
Plp1,193,4037
Plp1,193,4033
Slc6a1,193,3711
Plp1,193,3694
Pvalb,193,3653
Pvalb,193,3642
Plp1,194,5301
Plp1,194,5076
Sst,194,4832
Cplx2,194,4315
Cadps2,194,3927
Plp1,195,4226
Plp1,195,3664
Plp1,196,5355
Plp1,196,5083
Plp1,196,4225
Plp1,196,4039
3110035E14Rik,196,3844
Plp1,196,3690
Pcp4,196,3641
Cnr1,197,5235
Sst,197,4789
Plp1,197,4234
Cryab,197,4045
Plp1,197,4033
Plp1,197,3983
Cryab,197,3976
Neurod6,197,3640
Plp1,198,5361
Satb1,198,4751
Sst,198,4686
Cryab,198,4046
Pde1a,198,3669
Enpp2,198,3666
Cryab,199,5077
Id2,199,4188
Cryab,199,3978
Plp1,200,5075
Nrsn1,200,4750
Plp1,200,4240
Id2,200,4187
Plp1,201,5302
Gad1,201,4850
Rasgrf2,201,4793
Lhx6,201,4785
Cplx2,201,4768
Plp1,201,3653
Plp1,202,5302
Cplx2,202,4759
Gad1,202,4736
Slc6a1,202,4689
Plp1,203,5333
Enpp2,203,5143
Pvalb,203,4847
Plp1,203,3657
Plp1,204,5328
Nrn1,204,4448
Enpp2,204,3843
Sst,205,4882
Nrsn1,205,4780
Nrn1,205,4458
Nrn1,205,4449
Plp1,205,3929
Enpp2,205,3846
Plp1,206,4243
Plp1,207,5374
Pcp4,207,5325
Cadps2,207,5125
Plp1,207,3777
Plp1,208,3783
Pvalb,208,3638
Plp1,209,3789
Pde1a,210,5382
Enpp2,210,5338
Nrn1,210,4453
Cryab,210,3833
Plp1,211,5379
Slc6a1,211,4753
Plp1,211,3843
Plp1,211,3838
Cryab,212,5333
Plp1,212,5325
Satb1,212,4015
Aldoc,212,3676
Enpp2,213,5324
Rgs4,213,4974
Cxcl14,213,4780
Plp1,213,4025
Nrsn1,214,4950
Id2,214,4323
Plp1,214,4037
Lhx6,214,4022
Plp1,214,3775
Nrn1,215,4458
Plp1,216,5251
Sst,216,3999
Plp1,216,3838
Plp1,216,3787
Pcp4,217,5323
Plp1,217,3845
Plp1,217,3781
3110035E14Rik,218,5277
Rgs4,218,4964
Plp1,218,4023
Gad1,218,4014
Plp1,219,5324
Cxcl14,219,5217
Plp1,219,4610
Id2,219,4363
3110035E14Rik,219,4001
3110035E14Rik,219,3991
Satb1,219,3772
Aldoc,220,4104
Plp1,221,5370
Cryab,221,5334
Enpp2,221,5328
Pcp4,221,4846
Reln,221,4018
Pthlh,222,5336
6330403K07Rik,222,4892
Cxcl14,222,4357
Cadps2,222,4028
Gad1,222,3993
Enpp2,223,4328
Plp1,223,3784
Cryab,223,3766
Plp1,224,5372
Kctd12,224,4366
Plp1,224,4023
Cryab,224,3841
Plp1,224,3834
Plp1,225,5371
Plp1,225,5320
Cplx2,225,4911
Neurod6,225,4460
Cplx2,225,4433
Nrsn1,225,4000
Sema3c,226,5078
Plp1,226,4359
Aldoc,227,4464
Plp1,227,4360
Pcp4,227,4354
Enpp2,227,4022
Sst,227,3989
Plp1,227,3933
Plp1,228,5320
6330403K07Rik,228,5121
Satb1,228,4993
Reln,228,4024
Cryab,228,3780
Plp1,229,5366
Ndnf,229,4866
Cxcl14,229,4349
Plp1,229,3931
Cdh13,229,3774
Plp1,231,5321
Cryab,231,4021
Sst,231,3997
Plp1,231,3775
Plp1,231,3767
Cryab,232,4549
Gad1,232,4002
Sst,232,3984
Plp1,232,3778
Plp1,233,5316
Id2,233,5073
Cryab,233,4550
Pcp4,233,4166
Plp1,233,3931
Enpp2,233,3918
3110035E14Rik,233,3878
Cryab,233,3695
Plp1,234,5319
Aldoc,234,4625
Sst,234,4013
Cdh13,234,4003
Sst,234,3995
Enpp2,234,3927
Plp1,235,5314
Aldoc,235,3985
Enpp2,235,3953
Cxcl14,236,4086
Plp1,236,4009
Htr3a,237,4352
Kctd12,237,4108
Id2,237,3853
Cplx2,238,4386
Aldoc,238,4356
Plp1,238,4075
Plp1,238,3933
3110035E14Rik,238,3877
Cplx2,239,4255
Plp1,239,4072
Sst,239,3990
Nrn1,239,3945
Plp1,239,3913
Gad1,240,3993
Enpp2,240,3936
Sncg,240,3920
Reln,241,4692
Rasgrf2,241,3988
Satb1,241,3839
Plp1,243,3921
Plp1,243,3918
Serpini1,244,3987
Plp1,244,3930
Plcxd2,245,5317
Plp1,245,3958
Plp1,245,3927
Aldoc,245,3832
Plp1,246,4617
Cplx2,246,4432
Plp1,246,4066
Enpp2,246,3918
Cryab,246,3910
Enpp2,246,3668
Plp1,247,4123
Pde1a,247,3935
Plp1,248,3680
Cryab,248,3662
Calb2,249,5322
Plp1,249,4117
Enpp2,249,3931
Cxcl14,250,4704
Aldoc,250,3865
Plp1,250,3677
Plp1,251,3914
Plp1,251,3673
Aldoc,252,5196
Plp1,252,3915
Cplx2,253,5012
Plp1,253,4838
Id2,254,3949
Enpp2,254,3931
Plp1,254,3907
Plp1,254,3659
Plp1,255,5347
Aldoc,255,5175
Cplx2,255,4537
Id2,255,3952
Id2,255,3950
Plp1,255,3679
Cryab,256,4050
