Gene,x,y
Enc1,2581,4292
Neurod6,2582,4030
Rgs4,2582,4138
Neurod6,2583,4029
Cplx2,2583,4078
Aldoc,2583,4091
Arpp21,2583,4159
Pvalb,2583,4315
Neurod6,2583,4874
Neurod6,2584,4058
6330403K07Rik,2584,4081
Nrn1,2584,4116
Pde1a,2584,4164
Gda,2584,4184
3110035E14Rik,2584,4235
Cplx2,2584,4581
Cryab,2585,3972
Neurod6,2585,4067
Cck,2585,4207
Plp1,2585,4838
Neurod6,2586,4102
Neurod6,2586,4123
Pde1a,2586,4127
Enc1,2586,4252
Cadps2,2586,4278
Crhbp,2586,4441
Aldoc,2586,4599
Plp1,2586,4837
Scg2,2587,4113
Neurod6,2587,4170
Wfs1,2587,4202
Reln,2587,4250
Neurod6,2587,4257
Enc1,2587,4293
Neurod6,2588,4064
3110035E14Rik,2588,4253
Neurod6,2588,4269
Wfs1,2588,4332
Gad1,2588,4370
Enpp2,2588,4746
Gda,2589,4086
Pde1a,2589,4124
Nrsn1,2589,4175
Wfs1,2589,4260
Pde1a,2589,4281
Neurod6,2589,4287
Plp1,2589,4737
Enpp2,2589,4743
Plp1,2589,4747
Cxcl14,2589,4767
Wfs1,2590,4164
Pde1a,2590,4194
Cadps2,2590,4293
Pde1a,2590,4443
Plp1,2590,4835
Cryab,2591,4015
Enc1,2591,4076
Fos,2591,4091
3110035E14Rik,2591,4155
Pde1a,2591,4193
Pde1a,2591,4195
Pcp4,2591,4212
Pde1a,2591,4272
Fam19a1,2592,4054
Neurod6,2592,4111
3110035E14Rik,2592,4158
Pde1a,2592,4194
Cplx2,2592,4284
Plp1,2592,4740
Satb1,2592,4795
Plp1,2592,4836
Neurod6,2593,4048
Enc1,2593,4063
Snca,2593,4066
Cplx2,2593,4109
Gad1,2593,4117
3110035E14Rik,2593,4135
Pde1a,2593,4146
Cplx2,2593,4189
Snca,2593,4206
3110035E14Rik,2593,4225
Pvalb,2593,4315
Cadps2,2593,4451
Neurod6,2594,4030
Cplx2,2594,4101
Sst,2594,4432
Cdh13,2594,4447
Plp1,2594,4749
Plp1,2594,4838
Plp1,2594,4843
3110035E14Rik,2595,3921
Cplx2,2595,3998
Pde1a,2595,4079
Enc1,2595,4086
Nrn1,2595,4096
Pde1a,2595,4120
Fam19a1,2595,4128
Cxcl14,2595,4219
3110035E14Rik,2595,4328
Cck,2595,4354
Sst,2595,4423
Sst,2595,4457
Cplx2,2596,3747
Nrn1,2596,4069
Neurod6,2596,4145
Serpini1,2596,4256
Nrn1,2596,4272
Neurod6,2596,4593
Bcl11b,2597,4005
3110035E14Rik,2597,4018
Fam19a1,2597,4051
Cplx2,2597,4078
Penk,2597,4114
Wfs1,2597,4134
3110035E14Rik,2597,4223
3110035E14Rik,2597,4242
3110035E14Rik,2597,4315
Fos,2597,4594
3110035E14Rik,2598,3727
Cplx2,2598,3771
3110035E14Rik,2598,4094
Penk,2598,4098
Rorb,2598,4143
Neurod6,2598,4186
Neurod6,2598,4207
Cplx2,2598,4281
Enpp2,2598,4423
Sst,2598,4446
Plp1,2598,4734
Plp1,2598,4839
Neurod6,2599,4084
3110035E14Rik,2599,4264
3110035E14Rik,2599,4342
Prkca,2600,4110
Cplx2,2600,4114
Enc1,2600,4281
Wfs1,2601,4121
Cplx2,2601,4254
Neurod6,2601,4260
Crym,2601,4288
Sst,2601,4446
Zcchc12,2601,4458
Col25a1,2602,3997
Cpne5,2602,4071
3110035E14Rik,2602,4087
3110035E14Rik,2602,4347
Cadps2,2602,4418
Crhbp,2602,4430
3110035E14Rik,2603,4076
Neurod6,2603,4078
Prkca,2603,4134
Penk,2603,4237
Plp1,2603,4738
Nrsn1,2604,3821
Cadps2,2604,3970
Enc1,2604,4086
Nrn1,2604,4092
Pde1a,2604,4108
Pde1a,2604,4123
Fam19a1,2604,4127
Neurod6,2604,4190
3110035E14Rik,2604,4211
Neurod6,2604,4231
Sst,2604,4417
Crhbp,2604,4456
Neurod6,2605,4167
Penk,2605,4215
Crym,2605,4228
3110035E14Rik,2605,4257
Rgs4,2605,4268
Gad1,2605,4444
Reln,2605,4452
Crhbp,2605,4455
Plp1,2605,4733
3110035E14Rik,2605,4789
Enpp2,2605,4838
Synpr,2605,4843
Neurod6,2606,4155
Pde1a,2606,4197
Neurod6,2606,4205
Rgs4,2606,4219
Pde1a,2606,4247
Scg2,2606,4431
Pcp4,2606,4441
Crhbp,2606,4454
Plp1,2606,4740
Enpp2,2606,4839
Id2,2607,4059
Crym,2607,4159
Grin3a,2607,4263
Prkca,2607,4272
Pvalb,2607,4302
Pvalb,2607,4304
Crym,2607,4417
Kit,2607,4425
Plp1,2607,4735
6330403K07Rik,2608,3890
Pvalb,2608,4096
Cck,2608,4157
Prkca,2608,4240
Grin3a,2608,4262
Pvalb,2608,4303
Enc1,2608,4388
Plp1,2608,4842
Id2,2609,4071
Neurod6,2609,4079
Neurod6,2609,4098
Enc1,2609,4148
Fam19a1,2609,4250
Enc1,2609,4257
Wfs1,2609,4283
Pvalb,2609,4298
Plp1,2609,4735
Nrsn1,2609,4787
Gad1,2609,4916
Cplx2,2610,4056
Pthlh,2610,4092
Cux2,2610,4095
Cplx2,2610,4103
Neurod6,2610,4168
Cadps2,2610,4217
Nrn1,2611,4122
Crym,2611,4193
Crym,2611,4293
Sst,2611,4422
Nrsn1,2611,4471
Enpp2,2611,4847
Rgs12,2612,4052
Pvrl3,2612,4113
Neurod6,2612,4143
Neurod6,2612,4157
3110035E14Rik,2612,4221
Wfs1,2612,4226
3110035E14Rik,2612,4282
Cplx2,2612,4441
Enpp2,2613,4118
3110035E14Rik,2613,4126
Wfs1,2613,4131
3110035E14Rik,2613,4388
Col25a1,2613,4424
Reln,2613,4822
Cplx2,2614,3817
Cplx2,2614,4063
Cplx2,2614,4129
Neurod6,2614,4137
Fam19a1,2614,4171
Wfs1,2614,4179
Neurod6,2614,4185
Neurod6,2614,4195
Neurod6,2614,4209
Fam19a1,2614,4212
3110035E14Rik,2614,4221
Pvalb,2614,4300
Rgs4,2614,4312
Cplx2,2614,4550
Wfs1,2615,4132
3110035E14Rik,2615,4156
Crym,2615,4164
Cux2,2615,4433
Neurod6,2616,4147
Prkca,2616,4189
Plp1,2616,4283
Neurod6,2616,4313
Htr3a,2616,4450
Cplx2,2616,4552
Plp1,2616,4814
Enc1,2617,4055
Cnr1,2617,4083
Enc1,2617,4092
Wfs1,2617,4103
Neurod6,2617,4174
Pde1a,2617,4207
Adgrl2,2617,4264
Wfs1,2617,4269
Snca,2617,4310
Arpp21,2617,4318
Gad1,2617,4447
Gad1,2617,4927
Cplx2,2618,3869
Neurod6,2618,4113
Prkca,2618,4145
3110035E14Rik,2618,4151
Cadps2,2618,4199
Cxcl14,2618,4215
Pvalb,2618,4298
Cxcl14,2618,4482
Cplx2,2619,3785
Rgs4,2619,3952
Neurod6,2619,4177
Enc1,2619,4217
Neurod6,2619,4223
Pcp4,2619,4235
Htr3a,2619,4293
Snca,2620,3938
Pde1a,2620,4104
Neurod6,2620,4122
3110035E14Rik,2620,4127
Cadps2,2620,4164
Enc1,2620,4197
Neurod6,2620,4209
Neurod6,2620,4230
Neurod6,2620,4287
Tac1,2620,4304
Sst,2620,4439
Sst,2620,4445
Plp1,2620,4848
Id2,2620,4902
3110035E14Rik,2621,4098
Gda,2621,4109
Serpini1,2621,4138
Cadps2,2621,4155
3110035E14Rik,2621,4210
Gad1,2621,4285
Neurod6,2621,4321
Cplx2,2622,3883
Neurod6,2622,4092
Neurod6,2622,4160
3110035E14Rik,2622,4211
Gad1,2622,4249
Pvalb,2622,4292
Rgs4,2622,4471
Cpne5,2622,4742
Cck,2623,4107
3110035E14Rik,2623,4131
Enc1,2623,4174
Pde1a,2623,4231
Rgs4,2623,4281
Sst,2623,4438
Pvalb,2623,4440
Rgs4,2623,4478
Cplx2,2623,4524
Nov,2624,4078
Cadps2,2624,4228
Neurod6,2624,4256
Adgrl2,2624,4271
Pvalb,2624,4298
Chrm2,2624,4305
Enc1,2624,4317
Neurod6,2624,4395
Slc6a1,2624,4421
Aldoc,2624,4591
Nov,2624,4903
Pvalb,2624,4907
Penk,2625,4051
Neurod6,2625,4142
Pde1a,2625,4153
Cadps2,2625,4187
Wfs1,2625,4225
Cadps2,2625,4326
Arpp21,2626,4112
Neurod6,2626,4210
Neurod6,2626,4222
Enc1,2626,4242
Pvalb,2626,4248
Enc1,2626,4255
Slc6a1,2626,4294
Cadps2,2626,4397
Neurod6,2627,4145
Prkca,2627,4173
Neurod6,2627,4223
Rgs4,2627,4285
Cck,2627,4316
Cadps2,2627,4396
Neurod6,2628,4125
Pde1a,2628,4133
Fam19a1,2628,4167
Fos,2628,4363
Rab3c,2628,4425
Rgs4,2628,4476
Enc1,2628,4550
3110035E14Rik,2629,4099
Neurod6,2629,4104
Neurod6,2629,4162
Neurod6,2629,4217
Neurod6,2629,4229
3110035E14Rik,2629,4250
Pvalb,2629,4280
Cck,2629,4292
Pcp4,2629,4446
Enc1,2629,4553
6330403K07Rik,2629,4732
Rprm,2630,4109
Rgs4,2630,4200
Cadps2,2630,4255
Nrn1,2630,4312
Neurod6,2631,4092
Neurod6,2631,4128
3110035E14Rik,2631,4164
Cck,2631,4174
Pvalb,2631,4252
Pvalb,2631,4270
Nrsn1,2631,4288
Rgs4,2631,4478
Cck,2632,4103
3110035E14Rik,2632,4135
Htr3a,2632,4159
Penk,2632,4187
Serpini1,2632,4294
Cplx2,2633,4162
Pvalb,2633,4246
Prkca,2634,4210
Pvalb,2634,4310
Plp1,2634,4615
6330403K07Rik,2634,4930
Neurod6,2635,4081
Rgs4,2635,4117
Neurod6,2635,4130
Pde1a,2635,4142
Pvalb,2635,4273
Pvalb,2635,4300
Enc1,2636,3929
6330403K07Rik,2636,3959
Prkca,2636,4122
Cck,2636,4163
Neurod6,2636,4252
Pcp4,2636,4902
3110035E14Rik,2637,4079
Pax6,2637,4254
Pvalb,2637,4286
Pvalb,2637,4291
Neurod6,2638,4152
Gda,2638,4156
Wfs1,2638,4195
Wfs1,2638,4231
Wfs1,2638,4236
Prkca,2638,4270
Cplx2,2639,3911
Cplx2,2639,4021
Wfs1,2639,4109
Cxcl14,2639,4182
Snca,2639,4204
Pvalb,2639,4224
Wfs1,2639,4287
Gad1,2639,4310
Cplx2,2640,4136
Wfs1,2640,4170
Cryab,2640,4212
Gad1,2640,4267
Pcp4,2640,4903
3110035E14Rik,2641,4180
Enc1,2641,4194
Crym,2641,4218
Pthlh,2641,4276
Cck,2641,4279
Enc1,2642,3924
Cck,2642,4118
Neurod6,2642,4236
Cplx2,2642,4240
Pthlh,2642,4275
Enc1,2642,4299
Neurod6,2642,4323
Slc6a1,2642,4332
Neurod6,2643,4140
Reln,2643,4152
Fam19a1,2643,4173
Wfs1,2643,4205
Pvalb,2643,4255
3110035E14Rik,2643,4285
Cplx2,2644,4054
Crym,2644,4093
3110035E14Rik,2644,4111
Nrn1,2644,4131
Pde1a,2644,4146
Scg2,2644,4169
Pvalb,2644,4226
Wfs1,2644,4394
Cplx2,2644,4440
Rgs4,2644,4906
Pvalb,2644,4924
Satb1,2645,3727
Crym,2645,4063
Lhx6,2645,4130
Fam19a1,2645,4276
Neurod6,2645,4314
Cplx2,2645,4443
Pvalb,2645,4923
Pvalb,2645,4937
Enc1,2646,4114
Neurod6,2646,4119
Fam19a1,2646,4134
Nrn1,2646,4210
3110035E14Rik,2646,4218
Gad1,2646,4247
Tac1,2646,4269
Pvalb,2646,4921
Pde1a,2647,4103
Enc1,2647,4128
Crym,2647,4131
Pvalb,2647,4237
Rgs4,2648,4116
Neurod6,2648,4133
Prkca,2648,4206
Neurod6,2648,4223
Pvalb,2648,4262
Neurod6,2648,4300
Snca,2648,4324
Nrsn1,2648,4337
Pvalb,2648,4913
Satb1,2649,3986
Neurod6,2649,4134
Cadps2,2649,4148
Arpp21,2649,4153
3110035E14Rik,2649,4162
Penk,2649,4227
Neurod6,2649,4243
Pvalb,2649,4274
Plp1,2649,4792
Pvalb,2650,4251
Pvalb,2650,4255
Neurod6,2650,4315
Cplx2,2650,4471
Nrsn1,2651,3808
Kcnk2,2651,4135
Scg2,2651,4185
3110035E14Rik,2651,4264
Aldoc,2652,3748
Cplx2,2652,3862
Cplx2,2652,4047
Penk,2652,4144
Fam19a1,2652,4211
Crym,2652,4234
Gad1,2652,4244
3110035E14Rik,2652,4263
Pcp4,2652,4312
Cnr1,2652,4463
Plp1,2652,4796
Plp1,2652,4801
Sulf2,2652,4887
Nrsn1,2653,4195
Cplx2,2653,4233
Enpp2,2653,4793
Rgs4,2654,4000
Nrn1,2654,4088
Cadps2,2654,4185
Calb1,2654,4215
Pvalb,2654,4245
Fam19a1,2654,4327
Pvalb,2654,4944
3110035E14Rik,2655,4102
Cplx2,2655,4123
Neurod6,2655,4278
Cplx2,2655,4610
Pde1a,2656,4125
Neurod6,2656,4141
Fam19a1,2656,4143
Enc1,2656,4152
Cck,2656,4203
Sulf2,2656,4258
Prkca,2656,4318
Cplx2,2656,4611
Cryab,2657,4014
Rgs4,2657,4071
Pde1a,2657,4162
Cxcl14,2657,4223
Cplx2,2657,4477
Cryab,2657,4782
Kit,2657,4792
Cck,2658,4155
3110035E14Rik,2658,4175
Cck,2658,4225
Neurod6,2658,4267
Id2,2658,4313
Crym,2658,4326
3110035E14Rik,2658,4360
Pvalb,2658,4796
Enpp2,2658,4806
Cryab,2659,4016
3110035E14Rik,2659,4192
Calb1,2659,4199
Nov,2659,4216
6330403K07Rik,2659,4256
Wfs1,2660,3794
Neurod6,2660,4107
Enpp2,2660,4800
Nov,2661,4215
3110035E14Rik,2661,4257
Plp1,2661,4796
Cplx2,2662,3766
Pcp4,2662,3788
Cplx2,2662,4185
Kit,2662,4208
3110035E14Rik,2662,4258
Id2,2662,4264
Cnr1,2662,4315
Plp1,2662,4801
Plp1,2662,4805
Cplx2,2663,4123
Pde1a,2663,4297
Cnr1,2663,4316
3110035E14Rik,2663,4341
3110035E14Rik,2663,4365
Scg2,2664,4133
Arpp21,2664,4206
Cplx2,2664,4660
Plp1,2664,4758
Plp1,2664,4800
Cplx2,2665,3813
Arpp21,2665,4214
Prkca,2665,4293
Rgs4,2665,4334
Cplx2,2665,4661
Plp1,2665,4757
Satb1,2666,3781
3110035E14Rik,2666,4115
3110035E14Rik,2666,4150
Arpp21,2666,4188
Neurod6,2666,4288
Plp1,2666,4753
Plp1,2666,4777
Enc1,2667,3978
3110035E14Rik,2667,4112
Arpp21,2667,4184
Cplx2,2667,4191
Neurod6,2667,4198
Col25a1,2667,4209
Neurod6,2667,4244
6330403K07Rik,2667,4269
Wfs1,2667,4295
Neurod6,2667,4347
Enpp2,2667,4765
Plp1,2667,4771
Pvrl3,2668,3911
Cplx2,2668,4036
Neurod6,2668,4127
Arpp21,2668,4185
Pvalb,2668,4561
Pvalb,2668,4563
Cxcl14,2669,4145
Grin3a,2669,4222
Nrn1,2669,4306
Rgs4,2669,4317
Cplx2,2670,4102
Cck,2670,4126
Wfs1,2670,4189
Cplx2,2670,4193
3110035E14Rik,2670,4203
Wfs1,2670,4287
Plp1,2670,4751
Plp1,2670,4768
Plp1,2670,4778
Cck,2671,4026
6330403K07Rik,2671,4053
Wfs1,2671,4157
3110035E14Rik,2671,4212
Pde1a,2671,4231
Wfs1,2671,4249
Kit,2671,4765
Cck,2672,4024
Pde1a,2672,4118
Neurod6,2672,4333
Sst,2672,4479
Wfs1,2673,3775
Kit,2673,4124
Reln,2673,4172
3110035E14Rik,2673,4204
Neurod6,2673,4286
Rgs4,2673,4321
Cadps2,2673,4324
Pcp4,2673,4549
Plcxd2,2673,4761
Wfs1,2674,4215
Neurod6,2674,4226
Prkca,2674,4283
Reln,2674,4302
Prkca,2674,4329
Penk,2674,4341
3110035E14Rik,2674,4346
Neurod6,2675,3844
Enc1,2675,3960
Neurod6,2675,4114
Neurod6,2675,4122
Wfs1,2675,4156
Neurod6,2675,4175
Neurod6,2675,4183
3110035E14Rik,2675,4206
3110035E14Rik,2675,4303
Reln,2675,4753
Sst,2675,4774
Sst,2675,4779
Rbp4,2675,4932
Enc1,2676,4094
Npy2r,2676,4137
Kit,2676,4140
Neurod6,2676,4182
Snca,2676,4205
Slc6a1,2676,4440
Gad1,2676,4776
Cadps2,2677,3992
Neurod6,2677,4176
Neurod6,2677,4201
Sulf2,2677,4306
Slc6a1,2677,4440
Crym,2677,4749
Plp1,2677,4866
6330403K07Rik,2678,4221
3110035E14Rik,2678,4284
Enc1,2678,4294
Neurod6,2678,4307
Crym,2678,4350
Satb1,2678,4486
Scg2,2678,4755
6330403K07Rik,2679,3813
Wfs1,2679,4147
Neurod6,2679,4172
Rgs4,2679,4233
Nrsn1,2679,4260
Reln,2679,4861
Arpp21,2680,4200
Enc1,2680,4213
3110035E14Rik,2680,4227
3110035E14Rik,2680,4272
Enc1,2680,4320
Cck,2680,4342
Pcp4,2680,4349
3110035E14Rik,2680,4360
Cplx2,2680,4403
Sst,2680,4761
6330403K07Rik,2680,4962
Cplx2,2681,4071
Neurod6,2681,4196
Wfs1,2681,4236
Cplx2,2681,4396
Cxcl14,2681,4764
Prkca,2681,4886
Wfs1,2682,4139
Prkca,2682,4170
3110035E14Rik,2682,4172
Cxcl14,2682,4185
Cplx2,2682,4281
Neurod6,2682,4325
Prkca,2682,4885
Cryab,2682,4950
Nrn1,2683,3836
Plp1,2683,3928
Cck,2683,4127
Neurod6,2683,4165
Enc1,2683,4253
3110035E14Rik,2683,4310
Neurod6,2683,4347
Sst,2683,4745
Neurod6,2684,4219
Prkca,2684,4338
Neurod6,2684,4354
Cryab,2684,4432
Nrsn1,2684,4736
Col25a1,2684,4767
Crhbp,2684,4771
Reln,2684,4778
Plp1,2684,4863
Nrn1,2685,4117
Fos,2685,4216
Gda,2685,4259
Wfs1,2685,4263
Nrn1,2685,4395
Sst,2685,4746
Cox6a2,2685,4761
Rgs4,2686,4099
Cxcl14,2686,4144
Zcchc12,2686,4249
Neurod6,2686,4271
Rgs12,2686,4290
Neurod6,2686,4323
Plp1,2686,4753
Plp1,2686,4861
Cck,2687,4139
Neurod6,2687,4181
Arpp21,2687,4204
Prkca,2687,4219
Scg2,2687,4231
Neurod6,2687,4256
Aldoc,2687,4436
Sst,2687,4749
Htr3a,2687,4768
Pvalb,2687,4935
Pde1a,2688,4126
Pde1a,2688,4134
Fam19a1,2688,4160
Neurod6,2688,4167
Neurod6,2688,4332
Wfs1,2688,4348
Plp1,2688,4762
Slc6a1,2688,4925
Cryab,2688,4951
Gad1,2689,3864
Bcl11b,2689,4096
Neurod6,2689,4133
Neurod6,2689,4284
Wfs1,2689,4294
Aldoc,2689,4427
3110035E14Rik,2689,4963
3110035E14Rik,2690,4117
Rorb,2690,4232
Cplx2,2690,4252
Id2,2690,4307
Cplx2,2690,4446
Snca,2691,3880
Serpini1,2691,4196
3110035E14Rik,2691,4228
Neurod6,2691,4322
Id2,2691,4335
Scg2,2691,4350
Wfs1,2691,4386
Bcl11b,2692,3884
Aldoc,2692,4146
Prkca,2692,4152
Enc1,2692,4168
Cck,2692,4318
Sst,2692,4771
Pvalb,2692,4953
Enc1,2693,4128
Prkca,2693,4151
Neurod6,2693,4235
Enc1,2693,4238
Bcl11b,2693,4305
Cplx2,2694,3928
Nrn1,2694,4122
Neurod6,2694,4126
3110035E14Rik,2694,4195
Neurod6,2694,4221
Nrsn1,2694,4232
Pde1a,2694,4254
Cadps2,2694,4269
Scg2,2694,4329
Cck,2694,4365
Cplx2,2694,4380
Gad1,2694,4741
Plp1,2694,4855
Nrsn1,2695,3999
Nrn1,2695,4029
Enc1,2695,4038
3110035E14Rik,2695,4174
Enc1,2695,4184
3110035E14Rik,2695,4193
Wfs1,2695,4341
Serpini1,2695,4345
Arpp21,2695,4403
Id2,2695,4938
Enc1,2696,4035
Fam19a1,2696,4140
3110035E14Rik,2696,4170
Plp1,2696,4208
3110035E14Rik,2696,4321
Satb1,2696,4748
Neurod6,2697,4100
Nrn1,2697,4198
Cck,2697,4296
Neurod6,2697,4344
Gad1,2697,4770
Nrsn1,2698,4127
Pde1a,2698,4188
Neurod6,2698,4230
Plp1,2698,4244
3110035E14Rik,2698,4321
Pcp4,2698,4399
Cplx2,2698,4442
Wfs1,2699,4132
Neurod6,2699,4149
Neurod6,2699,4228
Reln,2699,4249
Neurod6,2699,4325
Pcp4,2699,4400
3110035E14Rik,2699,4410
Cplx2,2699,4738
Pnoc,2699,4783
Neurod6,2700,4165
6330403K07Rik,2700,4174
Neurod6,2700,4269
Prkca,2701,4121
Cryab,2701,4251
Enc1,2701,4257
Wfs1,2701,4282
Wfs1,2701,4313
3110035E14Rik,2701,4364
Rgs4,2701,4463
Enc1,2702,4007
Neurod6,2702,4193
Neurod6,2702,4711
Crhbp,2702,4787
Rorb,2702,4876
Htr3a,2703,3831
Enc1,2703,4173
Neurod6,2703,4199
Neurod6,2703,4275
Reln,2703,4780
Slc6a1,2704,3832
Nrn1,2704,4304
Crym,2704,4372
Enc1,2704,4457
Reln,2705,4041
Enc1,2705,4264
Neurod6,2705,4268
Wfs1,2705,4286
Fam19a1,2705,4291
Neurod6,2705,4297
Neurod6,2705,4365
Snca,2706,4090
Adgrl2,2706,4108
Neurod6,2706,4140
Lhx6,2706,4165
Cadps2,2706,4307
Enc1,2706,4364
Pde1a,2706,4803
Snca,2707,3798
Snca,2707,4095
6330403K07Rik,2707,4172
Snca,2707,4179
Crym,2707,4203
Neurod6,2707,4260
Prkca,2707,4287
Wfs1,2707,4316
3110035E14Rik,2707,4324
Prkca,2707,4348
Sst,2707,4762
Enpp2,2707,4908
Cplx2,2708,4060
Neurod6,2708,4198
Reln,2708,4208
Cplx2,2708,4211
Enc1,2708,4464
Cplx2,2709,4445
Sst,2709,4787
Cxcl14,2709,4936
Cplx2,2710,3894
Cplx2,2710,4118
Neurod6,2710,4143
Bcl11b,2710,4180
Pde1a,2710,4191
Neurod6,2710,4194
Plp1,2710,4238
Enpp2,2710,4245
Neurod6,2710,4365
Reln,2710,4370
Cplx2,2710,4436
Pvalb,2710,4959
Nrsn1,2711,4096
Crym,2711,4187
Cplx2,2711,4205
Plp1,2711,4237
Cort,2712,4026
Neurod6,2712,4151
Neurod6,2712,4270
Id2,2712,4338
Plp1,2712,4905
Arpp21,2713,3906
Neurod6,2713,4101
Neurod6,2713,4171
Neurod6,2713,4206
Neurod6,2713,4213
3110035E14Rik,2713,4263
Crym,2713,4290
Bcl11b,2713,4382
Reln,2713,4409
Arpp21,2714,4064
Neurod6,2714,4186
3110035E14Rik,2714,4358
Neurod6,2714,4366
Aldoc,2714,4600
Pvalb,2714,4764
Cryab,2714,4892
Wfs1,2715,4097
Neurod6,2715,4134
Snca,2715,4183
Wfs1,2715,4212
Prkca,2715,4250
Snca,2716,4157
Enc1,2716,4180
Htr3a,2716,4208
Lamp5,2716,4227
Pde1a,2716,4231
Neurod6,2716,4292
6330403K07Rik,2716,4332
Pvalb,2716,4763
3110035E14Rik,2717,4036
Fam19a1,2717,4122
Pde1a,2717,4138
Cplx2,2717,4141
Nov,2717,4205
Pde1a,2717,4233
Cryab,2717,4247
Htr3a,2717,4270
Neurod6,2717,4279
Neurod6,2717,4328
Neurod6,2717,4340
Neurod6,2717,4390
Cplx2,2717,4819
Plp1,2717,4899
3110035E14Rik,2718,3814
Cadps2,2718,3862
Rasgrf2,2718,3968
6330403K07Rik,2718,4183
Snca,2718,4197
Reln,2718,4217
Nrn1,2718,4352
Nrn1,2718,4381
Aldoc,2718,4635
Bcl11b,2718,4767
Plp1,2718,4901
Npy2r,2719,4102
Rgs4,2719,4177
Wfs1,2719,4259
Neurod6,2719,4370
Nrsn1,2719,4417
Cplx2,2719,4543
Cryab,2719,4909
Aldoc,2719,4914
Cplx2,2720,3947
Cplx2,2720,4170
Sst,2720,4770
Cnr1,2721,4221
3110035E14Rik,2721,4240
Aldoc,2721,4309
Plp1,2721,4901
Plp1,2721,4905
Plp1,2721,4906
3110035E14Rik,2722,4132
Rgs4,2722,4265
Neurod6,2722,4287
Plp1,2722,4384
3110035E14Rik,2722,4554
Reln,2722,4909
Neurod6,2723,4244
Wfs1,2723,4300
Neurod6,2723,4321
3110035E14Rik,2723,4326
Bcl11b,2723,4381
3110035E14Rik,2723,4569
Slc6a1,2723,4667
Neurod6,2724,4174
Wfs1,2724,4178
Pde1a,2724,4295
Cplx2,2725,4233
Fos,2725,4265
Enc1,2725,4765
Plp1,2725,4908
Plp1,2725,4912
Rgs12,2725,4974
Neurod6,2726,4007
Neurod6,2726,4050
Neurod6,2726,4222
Cpne5,2726,4262
Rorb,2726,4272
Sulf2,2726,4278
Prkca,2726,4317
Arpp21,2726,4383
Pvalb,2726,4476
Satb1,2726,4778
Aldoc,2726,4928
Aldoc,2726,4941
Enc1,2727,4167
6330403K07Rik,2727,4291
Wfs1,2727,4300
Snca,2727,4323
Neurod6,2727,4367
Pde1a,2727,4370
Aldoc,2727,4944
Neurod6,2728,4206
Nrn1,2728,4243
Arpp21,2728,4256
3110035E14Rik,2728,4285
Neurod6,2728,4308
Pvalb,2728,4499
Aldoc,2728,4943
Satb1,2728,4969
6330403K07Rik,2729,4201
3110035E14Rik,2729,4218
Rgs4,2729,4224
Kit,2729,4282
3110035E14Rik,2729,4376
Id2,2729,4656
Plp1,2729,4892
Plp1,2729,4900
Aldoc,2729,4979
Trp53i11,2729,4989
Enc1,2730,4168
3110035E14Rik,2730,4240
Calb2,2730,4279
Neurod6,2730,4327
Neurod6,2730,4350
Penk,2730,4382
Cryab,2730,4912
3110035E14Rik,2731,4156
Cplx2,2731,4208
Enc1,2731,4212
Cplx2,2731,4232
Cplx2,2731,4341
Neurod6,2732,4182
3110035E14Rik,2732,4331
Aldoc,2732,4818
Plp1,2732,4909
Neurod6,2733,4132
Neurod6,2733,4150
Wfs1,2733,4194
Neurod6,2733,4226
Wfs1,2733,4238
Neurod6,2733,4293
Col25a1,2733,4304
Plp1,2733,4338
Neurod6,2734,4177
Neurod6,2734,4186
Rgs4,2734,4394
Id2,2734,4656
Plp1,2734,4905
Cplx2,2735,4045
Prkca,2735,4174
Neurod6,2735,4267
3110035E14Rik,2735,4365
Nrsn1,2735,4600
3110035E14Rik,2736,4097
Wfs1,2736,4159
Nrn1,2736,4222
Enc1,2736,4257
Pvalb,2736,4942
3110035E14Rik,2737,4096
Cplx2,2737,4140
Rgs4,2737,4163
Enpp2,2737,4189
Pde1a,2737,4217
Snca,2737,4242
3110035E14Rik,2737,4289
3110035E14Rik,2737,4293
Neurod6,2737,4812
Pvalb,2737,4943
Enc1,2738,4089
Enpp2,2738,4188
Rgs4,2738,4214
Wfs1,2738,4235
Enc1,2738,4239
Neurod6,2738,4269
3110035E14Rik,2738,4290
Fam19a1,2738,4322
Kctd12,2738,4327
Neurod6,2738,4335
Pde1a,2739,4202
Neurod6,2739,4230
Neurod6,2739,4245
Cxcl14,2739,4282
Penk,2739,4325
Neurod6,2739,4349
Cplx2,2739,4365
Cnr1,2739,4371
Cadps2,2739,4397
Plp1,2739,4906
3110035E14Rik,2740,4158
Fam19a1,2740,4164
Neurod6,2740,4181
Snca,2740,4212
Crym,2740,4258
3110035E14Rik,2740,4281
Nrn1,2740,4303
3110035E14Rik,2740,4347
3110035E14Rik,2741,4041
Neurod6,2741,4192
Snca,2741,4211
Neurod6,2741,4236
Pde1a,2741,4255
3110035E14Rik,2741,4334
Aldoc,2741,4685
Id2,2741,4817
3110035E14Rik,2742,4021
Crym,2742,4070
Neurod6,2742,4145
Wfs1,2742,4247
3110035E14Rik,2742,4299
3110035E14Rik,2742,4331
Arpp21,2742,4397
Neurod6,2742,4420
Enc1,2742,4517
Id2,2742,4816
Aldoc,2742,4920
