Gene,x,y
Cxcl14,110,14
Plp1,-1,736
Plp1,-1,746
Id2,-1,993
Enpp2,-1,1016
Plp1,-1,1026
Aldoc,-1,1198
Enpp2,0,730
Plp1,0,954
Id2,0,987
Cryab,0,1000
Plp1,0,1020
Plp1,1,728
Plp1,1,741
Rgs4,2,907
Sulf2,2,1018
Plp1,2,1026
Id2,2,1209
Plp1,3,963
Enpp2,4,1014
Cryab,4,1021
Fam19a1,4,1218
Plp1,4,1254
Plp1,4,1272
Plp1,5,743
Plp1,5,756
Plp1,5,1004
Rorb,5,1149
Id2,5,1177
Cxcl14,6,987
Gad1,6,1142
Id2,6,1187
Enpp2,7,749
Enpp2,7,968
Plp1,7,975
Plp1,7,1022
Plp1,7,1031
Id2,7,1207
Plp1,8,752
Plp1,8,1011
Plp1,8,1028
Gad1,8,1115
6330403K07Rik,8,1135
Plp1,9,743
Plp1,9,1015
Enpp2,9,1026
Plcxd2,9,1210
Plp1,10,1002
Gad1,10,1119
Plp1,11,971
Plp1,11,1012
Enpp2,11,1020
Plp1,12,743
Slc6a1,12,910
Satb1,12,1178
Id2,12,1186
Plp1,13,959
Plp1,13,975
Fos,13,1206
Enpp2,14,966
Neurod6,15,756
3110035E14Rik,15,880
Id2,15,1135
Zcchc12,15,1167
3110035E14Rik,16,883
3110035E14Rik,17,880
Plp1,17,970
Plp1,18,756
Plp1,18,967
Aldoc,18,1150
Plp1,19,757
Plp1,20,753
Plp1,20,834
Plp1,21,750
Id2,22,1261
Rprm,23,1214
Cryab,24,743
Plp1,24,966
Plp1,24,1176
Plp1,25,828
Cryab,25,1045
Plp1,26,836
Plp1,26,963
Plp1,27,755
Plp1,27,973
Cplx2,27,1258
Kctd12,28,750
Cryab,28,964
Cck,28,1332
Plp1,29,829
Enpp2,29,920
6330403K07Rik,30,611
6330403K07Rik,30,742
Id2,30,912
Plp1,30,968
Aldoc,30,994
Plp1,30,1310
Plp1,31,840
Plp1,31,849
Plp1,31,1048
Pvalb,31,1281
Plp1,32,915
Cryab,32,964
Plp1,32,1022
Cryab,32,1210
Plp1,33,832
Plp1,33,926
Plp1,33,1312
Plp1,33,1314
Plp1,34,831
Plp1,34,847
Enpp2,34,932
Plp1,34,1197
Id2,34,1286
Fam19a1,34,1295
Enpp2,35,759
Plp1,35,1052
Plp1,35,1194
Id2,35,1254
Plp1,36,749
Pde1a,36,826
Plp1,36,829
Plp1,36,925
Id2,36,1264
Id2,36,1283
Plp1,37,758
Plp1,37,827
Plp1,37,832
Enpp2,37,877
Pvalb,37,961
Plp1,38,754
Plp1,38,837
Id2,38,917
Plp1,39,926
Plp1,40,758
Plp1,40,831
Enpp2,40,921
Plp1,40,1183
Plp1,40,1195
Cryab,41,771
Plp1,41,843
Cryab,41,988
Plp1,41,1053
Plp1,41,1114
3110035E14Rik,41,1252
Plp1,42,833
Cpne5,42,880
Arpp21,42,1011
Plp1,42,1196
Plp1,43,836
Plp1,43,1051
3110035E14Rik,43,1255
Plp1,43,1273
Plp1,44,406
Plp1,44,440
Plp1,44,915
Plp1,44,929
Plp1,44,988
Plp1,44,1268
Plp1,44,1278
Plp1,45,447
Plp1,45,532
Kctd12,45,1193
Cck,45,1252
Plp1,45,1258
Plp1,45,1264
Plp1,45,1421
Cpne5,46,884
Plp1,46,922
Plp1,46,1263
Cryab,47,484
Plp1,47,545
Plp1,47,1049
Plp1,47,1058
Enpp2,47,1283
Enpp2,48,416
Enpp2,48,882
Prkca,48,887
Plp1,48,1046
Plp1,49,366
Plp1,49,381
Plp1,49,913
Plp1,49,922
Plp1,49,1050
Cplx2,49,1245
Plp1,49,1262
Plp1,49,1274
Npy2r,50,372
Plp1,50,436
Plp1,50,440
Plp1,50,560
Cplx2,50,1246
Plp1,50,1267
Npy2r,51,373
Cadps2,51,695
Plp1,51,929
Plp1,51,1052
Plp1,51,1055
Plp1,51,1260
Plp1,52,377
Plp1,52,893
Plp1,52,1284
Cryab,53,379
Cryab,53,879
Enpp2,53,932
Cryab,53,1060
Cryab,54,441
Cadps2,54,698
Plp1,54,887
Plp1,54,917
Plp1,54,929
Plp1,54,1042
Plp1,54,1262
Plp1,54,1279
Pvalb,55,680
Plp1,55,1043
Cryab,56,432
Plp1,56,436
Plp1,56,556
Plp1,56,1056
Plp1,56,1270
Enpp2,56,1283
Plp1,57,933
Plp1,57,1327
Plp1,58,460
Prkca,58,656
Plp1,58,926
Plp1,58,931
Cux2,58,1048
Plp1,58,1063
Cryab,58,1183
Rgs4,58,1258
Cryab,59,354
Cryab,59,366
Cryab,59,440
Prkca,59,655
Aldoc,59,660
Cryab,60,451
Cryab,61,360
3110035E14Rik,61,535
Plp1,61,879
Prkca,61,884
Plp1,61,934
Plp1,61,1046
Plp1,61,1062
Fam19a1,61,1262
Plp1,62,791
Prkca,62,883
Plp1,62,1048
Plp1,63,375
Plp1,63,454
Enpp2,63,618
Plp1,63,1320
Plp1,64,467
Id2,64,1393
Plp1,65,453
Plp1,65,577
Plp1,65,609
Plp1,65,622
Pcp4,66,268
Plp1,66,365
Plp1,66,370
Plp1,66,374
Enpp2,66,555
Enpp2,66,788
Plp1,66,888
Plp1,66,1002
Plp1,66,1313
Plp1,67,366
Plp1,67,383
Cryab,67,451
Plp1,67,471
Plp1,67,558
Plp1,67,561
Enpp2,67,624
Cryab,67,632
Plp1,67,894
Enpp2,68,458
Plp1,68,882
Plp1,68,1052
Plp1,68,1321
Plp1,69,375
Pde1a,69,403
Plp1,69,463
Pde1a,69,570
Plp1,69,620
Plp1,69,884
Plp1,69,890
Plp1,69,1367
Plp1,70,380
Enpp2,70,629
Aldoc,70,652
Id2,70,675
Enpp2,70,1353
Plp1,71,376
Kctd12,71,404
Cryab,71,453
Plp1,71,459
Cryab,71,464
Sulf2,71,509
Cryab,71,612
Plp1,71,625
Plp1,71,1323
Plp1,71,1369
Plp1,72,365
Cryab,72,465
Plp1,72,1316
Plp1,73,456
Plp1,73,570
Plp1,73,590
Plp1,73,609
Plp1,73,1352
Plp1,73,1367
6330403K07Rik,74,256
Pcp4,74,888
Pvalb,74,1412
Plp1,75,248
Plp1,75,454
Plp1,75,471
Plp1,75,474
Aldoc,75,661
Plp1,75,1361
Plp1,76,363
Plp1,76,595
Plp1,76,616
Plp1,76,620
Enpp2,76,624
Plp1,77,362
Plp1,77,460
Plp1,77,468
Plp1,77,607
Plp1,77,665
Plp1,77,1311
Plp1,78,376
Plp1,78,396
Plp1,78,1353
Plp1,78,1361
Plp1,78,1366
Cryab,79,405
Cryab,79,466
Plp1,79,614
Arpp21,79,945
Plp1,79,1275
Plp1,79,1281
Plp1,80,188
Enpp2,80,462
Plp1,80,607
Cryab,80,611
Plp1,80,1276
Enpp2,81,363
Htr3a,81,390
Plp1,81,1277
Plp1,81,1280
Enpp2,82,375
Plp1,82,406
Cryab,82,454
Arpp21,82,943
Plp1,82,1364
Cryab,83,267
Plp1,83,401
Plp1,83,409
Plp1,83,474
Plp1,83,1294
Slc17a8,84,174
Plp1,84,187
Plp1,84,386
Plp1,84,405
Cryab,84,466
Plp1,84,726
Enpp2,85,374
Plp1,85,393
Plp1,85,727
Plp1,85,1276
Plp1,86,175
Plp1,86,1275
Plp1,87,465
Snca,87,656
Rgs4,87,1065
Plp1,87,1541
Plp1,88,169
Enpp2,88,270
Enpp2,88,374
Plp1,88,433
Plp1,88,463
Kctd12,88,473
Rgs4,88,1066
Pvalb,88,1438
Plp1,89,178
Plp1,89,254
Plp1,89,283
Enpp2,89,374
Cryab,89,468
Plp1,90,385
Cryab,90,389
Cryab,90,407
Plp1,90,1541
Plp1,91,462
Cryab,91,698
Plp1,91,808
Enpp2,92,178
Plp1,92,257
Plp1,92,476
Cryab,92,811
Pcp4,92,1518
Enpp2,92,1550
Rgs4,92,1556
Enpp2,93,184
Plp1,93,256
Plp1,93,265
Plp1,93,274
Plp1,93,281
Plp1,93,324
Plp1,93,334
Plp1,93,374
Enpp2,93,403
Plp1,93,459
6330403K07Rik,93,1516
Enpp2,93,1533
Plp1,94,260
Plp1,94,271
Plp1,94,325
Plp1,94,470
Plp1,94,596
Plp1,94,1527
Cryab,95,252
Plp1,95,408
Cryab,95,705
3110035E14Rik,95,1404
Id2,95,1438
Enpp2,95,1463
Cryab,96,282
Plp1,96,397
Plp1,96,473
Cryab,96,814
Enpp2,96,1543
Plp1,97,469
Pvalb,97,523
Plp1,97,1552
Plp1,98,189
Plp1,98,275
Pcp4,98,461
Plp1,98,820
3110035E14Rik,98,1506
Cck,99,709
Plp1,99,830
Plp1,99,1530
Plp1,99,1537
Plp1,99,1545
Plp1,99,1560
Enpp2,100,264
Plp1,100,283
Plp1,100,401
Cplx2,100,625
Plp1,100,817
Cryab,100,969
Arpp21,100,1403
Plp1,100,1457
Enpp2,100,1463
Plp1,100,1469
Plp1,101,275
Cryab,101,340
3110035E14Rik,101,507
Plp1,101,696
Plp1,101,822
Plp1,101,832
Enpp2,101,834
Plp1,101,847
Plp1,101,903
Plp1,101,1191
Plp1,102,60
Plp1,102,65
Cryab,102,252
Enpp2,102,325
Plp1,102,699
Plp1,102,826
3110035E14Rik,102,1004
Sulf2,102,1262
Plp1,102,1456
Plp1,102,1532
Plp1,103,64
Cryab,103,254
Plp1,103,283
Pvalb,103,518
Cryab,103,644
Plp1,103,698
Plp1,103,823
Plp1,103,977
Plp1,103,1406
Enpp2,103,1489
Plp1,104,173
Enpp2,104,268
Plp1,104,1469
Cryab,104,1479
Plp1,104,1549
Plp1,105,55
Plp1,105,327
Plp1,105,399
Plp1,105,796
Plp1,105,831
Plp1,105,981
3110035E14Rik,105,1004
Plp1,105,1263
Plp1,105,1408
Enpp2,105,1455
Plp1,105,1460
Plp1,105,1466
Plp1,105,1471
Plp1,105,1486
Plp1,106,276
Plp1,106,816
Plp1,106,821
Snca,106,956
Plp1,106,979
Plp1,106,1403
Reln,106,1458
Plp1,106,1481
Plp1,106,1490
Pcp4,107,28
Plp1,107,62
Plp1,107,73
Plp1,107,334
Plp1,107,703
Enpp2,107,829
Plp1,107,984
Enpp2,107,1461
Prkca,107,1508
Plp1,108,49
Plp1,108,69
Cryab,108,118
Plp1,108,184
Wfs1,108,752
Plp1,108,986
Cryab,109,177
Plp1,109,262
Plp1,109,323
Wfs1,109,753
Plp1,109,980
Plp1,109,1497
Enpp2,110,63
Plp1,110,171
Prkca,110,343
Plp1,110,700
Plp1,110,826
Plp1,110,1444
Plp1,111,330
Cryab,111,990
Pde1a,111,1290
Plp1,111,1483
Plp1,111,1552
Aldoc,111,1610
Plp1,112,59
Plp1,112,174
Cryab,112,183
Enpp2,112,341
Cryab,112,617
Cryab,112,734
Plp1,112,986
Plp1,113,180
Pcp4,113,886
Plp1,113,1605
Plp1,114,53
Plp1,114,65
Enpp2,114,69
Plp1,114,168
Plp1,114,344
Sulf2,114,752
Plp1,114,1465
Enpp2,115,1266
Cplx2,115,1376
Plp1,115,1553
Plp1,116,44
Plp1,116,330
Plp1,116,339
Nrn1,116,1094
Plp1,116,1470
Plp1,116,1600
Plp1,117,196
Plp1,117,345
Enpp2,117,814
Plp1,117,821
Cryab,117,1474
Cryab,117,1542
Id2,118,1181
Plp1,118,1254
Enc1,118,1545
Plp1,118,1606
Plp1,119,168
Enpp2,119,171
Plp1,119,335
Plp1,119,1468
Plp1,119,1601
Plp1,120,53
Plp1,120,63
Plp1,120,812
Plp1,120,816
Id2,120,824
Plp1,120,842
Pvrl3,120,1303
Plp1,120,1465
Cryab,120,1556
Plp1,120,1609
Cryab,121,60
Plp1,121,175
Tac1,121,348
Cryab,121,1027
Plp1,121,1265
Cryab,121,1613
Plp1,122,47
Reln,122,51
Cryab,122,188
Plp1,122,198
Plp1,122,340
Cryab,122,676
Id2,122,823
Pcp4,122,955
Plp1,122,987
Plp1,122,1256
Plp1,122,1363
Pcp4,123,956
Plp1,123,1364
Plp1,123,1419
Aldoc,123,1600
Plp1,123,1618
Wfs1,124,92
Plp1,124,341
Id2,124,821
Tac1,124,1179
Plp1,124,1306
Plp1,124,1309
Plp1,124,1520
Plp1,125,203
Pcp4,125,350
Plp1,125,1310
Plp1,125,1324
Plp1,125,1519
Plp1,125,1532
Plp1,125,1607
Plp1,125,1651
Plp1,126,353
Plp1,126,888
Plp1,126,1313
Aldoc,126,1318
Plp1,126,1536
Cryab,127,205
Id2,127,502
Plp1,127,895
Slc6a1,127,1176
Plp1,127,1259
Plp1,127,1266
Plp1,127,1298
Plp1,127,1306
Plp1,127,1530
Plp1,127,1603
Plp1,127,1656
Id2,128,514
Neurod6,128,605
Plp1,128,894
Plp1,128,1302
Plp1,128,1330
Enpp2,128,1525
Plp1,128,1657
Plp1,129,173
Plp1,129,177
Enpp2,129,182
Cryab,129,191
Id2,129,512
Neurod6,129,606
Plp1,129,893
Plp1,129,1254
Enpp2,129,1617
Id2,130,286
Pcp4,130,657
Plp1,130,885
Plp1,130,905
Sulf2,130,1185
Plp1,130,1327
Plp1,130,1601
Enpp2,130,1616
Plp1,130,1622
Cryab,130,1627
Plp1,131,58
Pcp4,131,655
Plp1,131,666
Grin3a,131,1203
Enpp2,131,1260
Plp1,131,1270
Cryab,131,1528
Id2,131,1666
Vip,132,201
Plp1,132,667
Plp1,132,890
Tac1,132,1197
Cryab,132,1303
Plp1,132,1333
Plp1,132,1522
Enpp2,132,1535
Plp1,133,175
Enpp2,133,182
Plp1,133,376
Plp1,133,898
3110035E14Rik,133,1202
Plp1,133,1264
Plp1,133,1268
Plp1,133,1326
Plp1,133,1337
Nrsn1,133,1357
Plp1,133,1526
Enpp2,133,1534
Cryab,133,1595
Plp1,134,188
Plp1,134,197
Plp1,134,377
Plp1,134,1524
Plp1,134,1630
Plp1,134,1656
Plp1,135,51
Plp1,135,54
Enpp2,135,1275
Enpp2,135,1303
Plp1,135,1317
Plp1,135,1614
Plp1,135,1643
Enpp2,136,58
Plp1,136,184
Satb1,136,507
Cryab,136,647
Plp1,136,662
Enpp2,136,668
Plp1,136,895
Plp1,137,175
Plp1,137,180
Plp1,137,200
Plp1,137,345
Trp53i11,137,983
3110035E14Rik,137,1193
Plp1,137,1266
Plp1,137,1270
Pde1a,137,1326
Plp1,137,1627
Plp1,137,1658
Plp1,138,203
Zcchc12,138,499
Wfs1,138,506
Plp1,138,889
Plp1,138,1524
Cryab,138,1534
Plp1,139,178
Plp1,139,199
Plp1,139,670
Cryab,139,897
Cryab,139,1321
Plp1,139,1335
Plp1,139,1619
Pcp4,139,1655
Plp1,140,890
Plp1,141,57
Plp1,141,173
Plp1,141,179
Enpp2,141,202
Plp1,141,346
Cadps2,141,673
Plp1,141,862
Plp1,141,1274
Plp1,141,1329
Cryab,141,1338
Plp1,141,1528
Satb1,141,1645
Plp1,141,1650
Prkca,142,512
Aldoc,142,532
Satb1,142,661
Cadps2,142,672
Plp1,142,869
Plp1,142,901
Cryab,142,909
Plp1,142,1322
Plp1,143,60
Enpp2,143,152
Plp1,143,173
Cryab,143,314
Cryab,143,669
Plp1,143,870
Plp1,143,1052
Cryab,143,1140
Cryab,143,1143
Plp1,143,1221
Plp1,143,1335
Plp1,143,1518
Plp1,143,1616
Plp1,143,1665
Satb1,144,46
Aldoc,144,521
Plp1,144,655
Plp1,144,865
Cryab,144,1348
Plp1,145,71
Plp1,145,240
Plp1,145,845
Plp1,145,874
Plp1,145,895
Plp1,145,905
Plp1,145,1411
Plp1,145,1522
Plp1,145,1649
Plp1,146,174
Cryab,146,234
Plp1,146,497
Plp1,146,660
Plp1,146,665
Plp1,146,915
Plp1,146,1675
Plp1,147,56
Plp1,147,173
Plp1,147,194
Enpp2,147,244
Id2,147,516
Sst,147,775
Plp1,147,861
Cryab,147,901
Enpp2,147,1412
Cryab,147,1540
Plp1,147,1683
Plp1,148,174
Plp1,148,857
Plp1,148,1199
Enpp2,148,1405
Sulf2,148,1416
Plp1,148,1670
Cryab,149,61
Aldoc,149,486
Enpp2,149,896
Plp1,150,67
Plp1,150,240
Id2,150,662
Cryab,150,782
Cryab,150,872
Plp1,150,903
Plp1,150,909
Cryab,150,1512
Plp1,150,1536
Plp1,151,73
Plp1,151,205
Plp1,151,844
Plp1,151,1051
Plp1,151,1054
Plp1,151,1056
Plp1,151,1654
Plp1,151,1663
Plp1,152,204
Plp1,152,853
Id2,152,919
Plp1,152,1050
Cryab,152,1060
Plp1,152,1124
Enpp2,153,58
Cryab,153,663
Enpp2,153,1225
Plp1,153,1228
Enpp2,153,1518
Kctd12,154,243
Cryab,154,862
Plp1,154,1131
Plp1,154,1237
Plp1,155,673
Pvalb,155,758
Slc6a1,155,1044
Enpp2,155,1403
Plp1,156,341
Plp1,156,900
Plp1,156,1220
Enpp2,156,1224
Plp1,156,1416
Plp1,156,1420
Plp1,157,50
Plp1,157,64
Plp1,157,66
Plp1,157,182
Cryab,157,185
Plp1,157,200
Enpp2,157,864
Plp1,157,899
Plp1,157,1061
Plp1,157,1146
Plp1,157,1415
Cryab,157,1675
Cryab,158,234
Enpp2,158,247
Plp1,158,494
Plp1,158,898
Enpp2,158,1138
Cryab,158,1142
Plp1,158,1218
Plp1,158,1221
Plp1,158,1414
3110035E14Rik,158,1480
Plp1,159,67
Plp1,159,89
Enpp2,159,246
Plcxd2,159,260
Cryab,159,1135
Plp1,159,1224
Plp1,159,1227
Plp1,160,1240
Plp1,161,91
Plp1,161,169
Plp1,161,253
Plp1,161,1143
Enpp2,161,1235
Plp1,161,1243
Plp1,162,67
Enpp2,162,237
Aldoc,162,1059
Plp1,162,1273
Plp1,162,1533
Plp1,163,90
Enpp2,163,1147
Plp1,163,1527
Plp1,164,232
Arpp21,164,260
Plp1,164,476
Neurod6,164,484
Enpp2,164,1416
Cryab,164,1486
Plp1,164,1538
Plp1,165,75
Rasgrf2,165,210
Plp1,165,535
Plp1,165,1067
Enpp2,165,1277
Plp1,166,53
Enpp2,166,63
Pcp4,166,95
6330403K07Rik,166,111
Enpp2,166,1225
Plp1,166,1282
Plp1,166,1535
Plp1,166,1544
Aldoc,166,1695
Plp1,167,57
Plp1,167,83
Enpp2,167,88
6330403K07Rik,167,112
Cryab,167,187
Plp1,167,240
Nrn1,167,279
Plp1,167,524
Plp1,167,551
Tac1,167,701
Plp1,167,1051
Plp1,167,1236
Plp1,168,71
Plp1,168,99
Rasgrf2,168,232
Plp1,168,241
Cryab,168,540
Plp1,168,1227
Plp1,168,1230
Reln,168,1532
Plp1,168,1548
Plp1,169,245
Cryab,169,528
Plp1,169,539
Pcp4,169,1057
Pcp4,169,1059
Cryab,169,1705
Cryab,170,1047
Sst,170,1053
Pcp4,170,1058
Reln,170,1268
Plp1,170,1540
Plp1,170,1550
Pcp4,171,926
Plp1,172,105
Plp1,172,235
Plp1,172,526
Cryab,172,540
Plp1,172,1234
Enpp2,172,1766
Enpp2,173,86
Cryab,173,88
Plp1,173,528
Enpp2,173,545
Plp1,173,1538
Plp1,173,1771
Plp1,174,63
Cryab,174,72
Plp1,174,239
Pvalb,174,800
Cnr1,174,906
Plp1,174,1059
Plp1,174,1269
Satb1,174,1498
Reln,174,1758
Plp1,174,1763
Plp1,175,97
Plp1,175,236
Plp1,175,243
Enpp2,175,1531
Plp1,175,1757
Thsd7a,176,1277
Reln,176,1322
Plp1,176,1775
Plp1,177,83
Plp1,177,93
Cryab,177,109
Plp1,177,766
Plp1,177,1237
Plp1,177,1275
Plp1,177,1534
Enpp2,178,63
Plp1,178,103
Enpp2,178,143
Plp1,178,245
Plp1,178,361
Plp1,178,1497
Plp1,178,1540
Enpp2,179,155
Plp1,179,237
Plp1,179,383
Plp1,179,535
Plp1,179,1272
Cryab,179,1410
Plp1,179,1757
Enpp2,180,110
Enpp2,180,243
Plp1,180,1232
Plp1,180,1533
Plp1,181,99
Plp1,181,163
Reln,181,1223
Plp1,181,1235
Cryab,181,1484
Plp1,181,1503
Plp1,181,1536
Plp1,181,1541
Plp1,181,1765
Plp1,181,1779
Plp1,182,95
Plp1,182,112
Pvalb,182,619
Reln,182,1274
Plp1,182,1766
Plp1,183,93
Plp1,183,153
Plp1,183,164
Cryab,183,249
Calb2,183,1493
Enpp2,183,1757
Slc6a1,183,1775
Slc6a1,184,160
Plp1,184,457
Cplx2,184,1072
Cplx2,184,1073
Plp1,184,1107
Plp1,184,1227
Enpp2,184,1488
Rgs4,184,1773
Plp1,185,397
6330403K07Rik,185,883
Aldoc,185,986
Reln,185,1245
Enpp2,185,1388
Enpp2,185,1766
Cplx2,186,357
Plp1,186,1101
Cryab,186,1246
6330403K07Rik,186,1630
Plp1,186,1784
Plp1,187,104
Plp1,187,171
Reln,187,243
Slc6a1,187,621
Plp1,187,1232
Plp1,187,1503
Plp1,187,1536
Plp1,187,1761
Plp1,187,1810
3110035E14Rik,187,1821
Plp1,188,95
Thsd7a,188,99
Plp1,188,108
Enpp2,188,160
Synpr,188,625
Cryab,188,972
Enpp2,188,1494
Plp1,188,1504
Plp1,188,1766
Cryab,189,154
Id2,189,163
Cryab,189,397
Enc1,189,761
Cryab,189,973
Plp1,189,1422
Plp1,189,1783
Cplx2,190,803
Cryab,190,972
Ntng1,190,1354
Plp1,190,1421
Plp1,190,1490
Rgs12,190,1761
Gad1,191,596
Satb1,191,624
Enpp2,191,1231
Plp1,191,1237
Plp1,191,1488
Plp1,191,1775
Aldoc,191,1787
Plp1,191,1803
Synpr,192,620
Neurod6,192,939
Reln,192,1804
Plp1,193,243
Htr3a,193,628
Plp1,193,1434
Plp1,193,1438
Slc6a1,193,1760
Plp1,193,1777
Pvalb,193,1818
Pvalb,193,1829
Plp1,194,170
Plp1,194,395
Sst,194,639
Cplx2,194,1156
Cadps2,194,1544
Plp1,195,1245
Plp1,195,1807
Plp1,196,116
Plp1,196,388
Plp1,196,1246
Plp1,196,1432
3110035E14Rik,196,1627
Plp1,196,1781
Pcp4,196,1830
Cnr1,197,236
Sst,197,682
Plp1,197,1237
Cryab,197,1426
Plp1,197,1438
Plp1,197,1488
Cryab,197,1495
Neurod6,197,1831
Plp1,198,110
Satb1,198,720
Sst,198,785
Cryab,198,1425
Pde1a,198,1802
Enpp2,198,1805
Cryab,199,394
Id2,199,1283
Cryab,199,1493
Plp1,200,396
Nrsn1,200,721
Plp1,200,1231
Id2,200,1284
Plp1,201,169
Gad1,201,621
Rasgrf2,201,678
Lhx6,201,686
Cplx2,201,703
Plp1,201,1818
Plp1,202,169
Cplx2,202,712
Gad1,202,735
Slc6a1,202,782
Plp1,203,138
Enpp2,203,328
Pvalb,203,624
Plp1,203,1814
Plp1,204,143
Nrn1,204,1023
Enpp2,204,1628
Sst,205,589
Nrsn1,205,691
Nrn1,205,1013
Nrn1,205,1022
Plp1,205,1542
Enpp2,205,1625
Plp1,206,1228
Plp1,207,97
Pcp4,207,146
Cadps2,207,346
Plp1,207,1694
Plp1,208,1688
Pvalb,208,1833
Plp1,209,1682
Pde1a,210,89
Enpp2,210,133
Nrn1,210,1018
Cryab,210,1638
Plp1,211,92
Slc6a1,211,718
Plp1,211,1628
Plp1,211,1633
Cryab,212,138
Plp1,212,146
Satb1,212,1456
Aldoc,212,1795
Enpp2,213,147
Rgs4,213,497
Cxcl14,213,691
Plp1,213,1446
Nrsn1,214,521
Id2,214,1148
Plp1,214,1434
Lhx6,214,1449
Plp1,214,1696
Nrn1,215,1013
Plp1,216,220
Sst,216,1472
Plp1,216,1633
Plp1,216,1684
Pcp4,217,148
Plp1,217,1626
Plp1,217,1690
3110035E14Rik,218,194
Rgs4,218,507
Plp1,218,1448
Gad1,218,1457
Plp1,219,147
Cxcl14,219,254
Plp1,219,861
Id2,219,1108
3110035E14Rik,219,1470
3110035E14Rik,219,1480
Satb1,219,1699
Aldoc,220,1367
Plp1,221,101
Cryab,221,137
Enpp2,221,143
Pcp4,221,625
Reln,221,1453
Pthlh,222,135
6330403K07Rik,222,579
Cxcl14,222,1114
Cadps2,222,1443
Gad1,222,1478
Enpp2,223,1143
Plp1,223,1687
Cryab,223,1705
Plp1,224,99
Kctd12,224,1105
Plp1,224,1448
Cryab,224,1630
Plp1,224,1637
Plp1,225,100
Plp1,225,151
Cplx2,225,560
Neurod6,225,1011
Cplx2,225,1038
Nrsn1,225,1471
Sema3c,226,393
Plp1,226,1112
Aldoc,227,1007
Plp1,227,1111
Pcp4,227,1117
Enpp2,227,1449
Sst,227,1482
Plp1,227,1538
Plp1,228,151
6330403K07Rik,228,350
Satb1,228,478
Reln,228,1447
Cryab,228,1691
Plp1,229,105
Ndnf,229,605
Cxcl14,229,1122
Plp1,229,1540
Cdh13,229,1697
Plp1,231,150
Cryab,231,1450
Sst,231,1474
Plp1,231,1696
Plp1,231,1704
Cryab,232,922
Gad1,232,1469
Sst,232,1487
Plp1,232,1693
Plp1,233,155
Id2,233,398
Cryab,233,921
Pcp4,233,1305
Plp1,233,1540
Enpp2,233,1553
3110035E14Rik,233,1593
Cryab,233,1776
Plp1,234,152
Aldoc,234,846
Sst,234,1458
Cdh13,234,1468
Sst,234,1476
Enpp2,234,1544
Plp1,235,157
Aldoc,235,1486
Enpp2,235,1518
Cxcl14,236,1385
Plp1,236,1462
Htr3a,237,1119
Kctd12,237,1363
Id2,237,1618
Cplx2,238,1085
Aldoc,238,1115
Plp1,238,1396
Plp1,238,1538
3110035E14Rik,238,1594
Cplx2,239,1216
Plp1,239,1399
Sst,239,1481
Nrn1,239,1526
Plp1,239,1558
Gad1,240,1478
Enpp2,240,1535
Sncg,240,1551
Reln,241,779
Rasgrf2,241,1483
Satb1,241,1632
Plp1,243,1550
Plp1,243,1553
Serpini1,244,1484
Plp1,244,1541
Plcxd2,245,154
Plp1,245,1513
Plp1,245,1544
Aldoc,245,1639
Plp1,246,854
Cplx2,246,1039
Plp1,246,1405
Enpp2,246,1553
Cryab,246,1561
Enpp2,246,1803
Plp1,247,1348
Pde1a,247,1536
Plp1,248,1791
Cryab,248,1809
Calb2,249,149
Plp1,249,1354
Enpp2,249,1540
Cxcl14,250,767
Aldoc,250,1606
Plp1,250,1794
Plp1,251,1557
Plp1,251,1798
Aldoc,252,275
Plp1,252,1556
Cplx2,253,459
Plp1,253,633
Id2,254,1522
Enpp2,254,1540
Plp1,254,1564
Plp1,254,1812
Plp1,255,124
Aldoc,255,296
Cplx2,255,934
Id2,255,1519
Id2,255,1521
Plp1,255,1792
Cryab,256,1421
Rgs4,256,1483
Enpp2,256,1797
Pvalb,257,163
Penk,257,172
Plp1,257,1542
Id2,257,1654
Cplx2,257,1730
Plp1,257,1791
Enc1,258,305
Id2,258,589
Enpp2,258,1786
Pcp4,259,153
Grin3a,259,169
Enpp2,259,1679
Plp1,259,1800
Aldoc,260,1416
Plp1,260,1788
Plp1,260,1854
Plp1,261,1809
Nrsn1,262,311
Cplx2,262,601
Cryab,262,1859
Sulf2,263,1025
Plp1,263,1559
Cux2,263,1796
Enpp2,263,1817
Sulf2,264,1024
Cxcl14,264,1152
Kctd12,264,1793
Cryab,264,1804
Id2,265,146
Aldoc,265,909
Plp1,265,1807
Cryab,265,1828
Rgs12,266,1601
Plp1,266,1809
Cplx2,267,1253
Satb1,268,343
Cplx2,268,1252
Plp1,268,1793
Plp1,269,161
3110035E14Rik,269,612
Cplx2,269,1253
Gad1,269,1327
Plp1,269,1799
Aldoc,270,318
Plp1,271,305
Aldoc,271,551
Arpp21,271,565
6330403K07Rik,272,162
6330403K07Rik,273,1045
Rgs4,274,1491
Plp1,274,1800
Neurod6,275,155
Plp1,275,1801
Neurod6,275,1806
Neurod6,275,1820
Hapln1,276,349
Slc6a1,276,586
Rorb,276,1446
Cplx2,276,1529
Neurod6,276,1824
Gad1,277,972
Pvalb,279,1180
Plp1,280,429
Id2,280,565
3110035E14Rik,280,697
Kctd12,280,1440
Plp1,280,1681
Plp1,280,1686
Nrsn1,281,310
