index,axis-0,axis-1
0.0,660.0979962960816,1306.2427066708187
1.0,408.7057903993757,1442.1303855339038
2.0,296.2787529966723,1627.475864284236
3.0,127.87000794035941,1809.4347382531257
4.0,0.11164962177724647,1946.8717600806913
5.0,-28.924340905173267,2095.923178119037
6.0,-40.53873711595344,2235.2959326483997
7.0,11.726045832557475,2417.254806617289
8.0,104.64121551879907,2496.619847390954
9.0,393.06538808650737,2455.969460653223
10.0,569.2170639500071,2457.90519335502
11.0,729.8828781991331,2539.2059668304814
12.0,840.219642201545,2645.6712654292996
13.0,942.8134753967702,2717.2933753957777
14.0,1068.6361010135554,2765.686692940695
15.0,1159.6155379980003,2777.3010891514755
16.0,1245.5231179045559,2846.504286993597
17.0,1355.2940405384027,2925.2529923613565
18.0,1469.837611982417,2956.275209627444
19.0,1586.7675078315149,2982.524778083364
20.0,1784.8324334534561,3013.546995349451
21.0,1601.0854542620166,3015.9333197545348
22.0,1472.2239363875008,2999.229048918949
23.0,1343.3624185129845,3023.0922929697854
24.0,1247.9094423096396,3092.295700717211
25.0,1193.023980992716,3166.2717572748033
26.0,1207.3419274232178,3259.3384090730647
27.0,1228.8188470689704,3350.0187364662424
28.0,1252.6820911198067,3431.153766239086
29.0,1295.635930411312,3459.7896591000895
30.0,1281.2805739545547,3522.8980272464814
31.0,1279.7103512164085,3632.8136189167053
32.0,1318.96591967006,3750.5803242776597
33.0,1344.089483480397,3843.223465828277
34.0,1388.0557201484864,3942.1474983314783
35.0,1427.311288602138,4034.790639882096
36.0,1482.26908443725,4127.433781432714
37.0,1543.5077712249463,4243.630264055521
38.0,1598.4655670600582,4333.132960129847
39.0,1711.5216042065742,4543.542807041418
40.0,1777.4709592087086,4653.458398711642
41.0,1877.9652144500562,4779.076217763326
42.0,1962.7572423099432,4878.000250266528
43.0,2080.524043509688,4964.362692542143
44.0,2190.4396351799123,5061.716502307198
45.0,2345.891686256372,5188.9045440970285
46.0,2466.45994687505,5255.999872621959
47.0,2630.9972265277693,5376.015300133355
48.0,2754.8841194427578,5455.380340907019
49.0,2828.4419621110324,5503.773658451937
50.0,2869.0923488487633,5606.367491647162
51.0,2923.2928644990707,5753.483176983711
52.0,3008.4651033781256,5887.048733407683
53.0,3107.1874711697574,6001.256962813688
54.0,3238.8172948919328,6117.4009249214905
55.0,3362.7041878069217,6190.958767589766
56.0,3449.812159387773,6225.801956222105
57.0,3525.305734757844,6212.251827309528
58.0,3639.713811480829,6206.679047903943
59.0,3730.9097137350313,6197.853638008374
60.0,3904.4761083478675,6244.9224907847365
61.0,4045.6826666769543,6209.620851202465
62.0,4213.365454692745,6136.075768739399
63.0,4301.619553648425,6062.530686276333
64.0,4363.3974229174,5906.615111454632
65.0,4401.640865798194,5856.604455379747
66.0,4464.842101007159,5940.927379186267
67.0,4538.642569700023,6003.736288712109
68.0,4645.417715893955,6060.264307285367
69.0,4780.456871374516,6071.2558664523895
