index,axis-0,axis-1
0.0,11.315824227813522,3148.0464498927795
1.0,32.9042746777655,3232.6012141550914
2.0,5.91871161532552,3261.3858147550272
3.0,-24.66492652210644,3277.577152592491
4.0,-22.865888984610436,3333.347316254867
5.0,22.110049452789497,3363.930954392299
6.0,50.89465005272547,3389.117479917243
7.0,-8.473588684642465,3462.8780189545796
8.0,-33.660114209586425,3545.6337456793954
9.0,-30.06203913459443,3669.767335766619
10.0,9.51678669031753,3770.513437866395
11.0,99.4686635651174,3889.249915341131
12.0,202.01380320238928,3948.618154078499
13.0,367.5252566520211,3984.598904828419
14.0,525.8405599516689,3998.9912051283873
15.0,646.3760749639007,4004.388317740875
16.0,747.1221770636765,4016.981580503347
17.0,806.4904158010445,4065.555594015739
18.0,815.4856309396587,4151.909395815546
19.0,788.5000678772188,4290.435286202738
20.0,777.7058426522428,4392.98042584001
21.0,810.0885183271708,4515.314978389738
22.0,846.0692690770908,4605.266855264538
23.0,900.0403952019708,4682.625469376866
24.0,973.8009342393066,4743.79274565173
25.0,1060.1547360391146,4797.763871776609
26.0,1160.9008381388903,4869.725373276449
27.0,1274.2402030011383,4907.505161563865
28.0,1365.991117413434,4941.686874776289
29.0,1475.73240720069,4934.490724626305
30.0,1580.076584375458,4909.3041991013615
31.0,1657.4351984877858,4887.71574865141
32.0,1725.7986249126336,4891.313823726401
33.0,1790.5640311647583,4885.916711113913
34.0,1853.5303449771181,4853.534035438985
35.0,1956.07548461439,4795.964834239113
36.0,2053.223511639174,4695.218732139338
37.0,2092.802337464086,4630.453380789481
38.0,2126.98405067651,4522.5111285397215
39.0,2135.9792383639897,4452.348664577377
40.0,2180.95517680139,4581.87936727709
41.0,2204.3426647888377,4670.032206614393
42.0,2251.1176407637336,4743.792745651729
43.0,2299.6916542761255,4776.175421326657
44.0,2312.2849170385975,4826.548472376545
45.0,2344.6675927135257,4878.7205609639295
46.0,2344.6675927135257,4934.490724626305
47.0,2378.849305925949,4986.662813213689
48.0,2449.011769888293,5078.413727625984
49.0,2493.987708325693,5148.576191588329
50.0,2598.331885500461,5225.934805700656
51.0,2673.891462075293,5317.685720112953
52.0,2823.2116874919984,5411.235672062745
53.0,2936.551052354246,5486.795248637576
54.0,3042.69426706651,5529.972149537481
55.0,3157.8326694662537,5582.144238124864
56.0,3247.7845463410536,5623.522101487272
57.0,3384.511399190749,5681.091302687144
58.0,3526.6353646529333,5738.660503887017
59.0,3695.744893177557,5781.83740478692
60.0,3870.251534314669,5810.6220053868565
